Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
NoDelay,1,110,63,9.0,19.0,Sedan,24,54.314,23.0,8,0
NoDelay,1,110,64,7.0,21.0,Truck,70,35.883,29.0,19,0
NoDelay,1,110,65,8.0,18.0,Sedan,24,28.099,12.0,19,0
NoDelay,1,110,66,9.0,17.0,Small,16,50.174,16,8,0
NoDelay,1,110,67,6.0,19.0,Small,16,13.684,5.0,8,0
NoDelay,1,110,68,10.0,19.0,Truck,70,63.504,52.0,19,0
NoDelay,1,110,69,7.0,23.0,Small,16,34.265,13.0,8,0
NoDelay,1,110,70,9.0,19.0,SUV,54,17.929,10.0,19,0
NoDelay,1,110,71,9.0,20.0,Small,16,28.625,11.0,8,0
NoDelay,1,110,72,8.0,21.0,SUV,54,31.855,18.0,19,0
NoDelay,1,110,73,7.0,22.0,Sedan,24,41.031,18.0,19,0
NoDelay,1,110,74,6.0,18.0,Sedan,24,36.077,15.0,8,0
NoDelay,1,110,75,8.0,18.0,Small,16,46.134,16,8,0
NoDelay,1,110,76,7.0,19.0,SUV,54,21.181,12.0,19,0
NoDelay,1,110,77,8.0,21.0,Truck,70,77.761,64.0,19,0
NoDelay,1,110,78,7.0,22.0,Truck,70,35.383,29.0,19,0
NoDelay,1,110,79,5.0,23.0,Truck,70,49.102,40.0,19,0
NoDelay,1,110,80,11.0,20.0,Sedan,24,51.581,22.0,8,0
NoDelay,1,110,81,9.0,18.0,Small,16,66.789,16,8,0
NoDelay,1,110,82,10.0,24.0,Small,16,44.241,16,19,0
NoDelay,1,110,83,9.0,20.0,Small,16,20.109,8.0,8,0
NoDelay,1,110,84,12.0,22.0,Small,16,47.726,16,8,0
NoDelay,1,110,85,12.0,17.0,Small,16,32.849,12.0,8,0
NoDelay,1,110,86,9.0,17.0,Truck,70,66.476,54.0,19,0
NoDelay,1,110,87,12.0,19.0,Small,16,30.125,11.0,8,0
NoDelay,1,110,88,8.0,21.0,Small,16,53.456,16,8,0
NoDelay,1,110,89,8.0,20.0,SUV,54,38.744,22.0,8,0
NoDelay,1,110,90,10.0,21.0,SUV,54,46.446,27.0,19,0
NoDelay,1,110,91,8.0,22.0,Small,16,57.947,16,8,0
NoDelay,1,110,92,11.0,20.0,Truck,70,17.37,14.0,19,0
NoDelay,1,110,93,4.0,17.0,Sedan,24,11.583,5.0,19,0
NoDelay,1,110,94,3.0,23.0,Small,16,32.772,12.0,8,0
NoDelay,1,110,95,9.0,20.0,Sedan,24,29.171,13.0,19,0
NoDelay,1,110,96,11.0,20.0,Small,16,37.906,14.0,8,0
NoDelay,1,110,97,8.0,18.0,Sedan,24,44.003,19.0,19,0
NoDelay,1,110,98,10.0,21.0,Small,16,33.698,13.0,8,0
NoDelay,1,110,99,12.0,19.0,Small,16,74.565,16,8,0
NoDelay,1,110,100,3.0,17.0,SUV,54,47.395,27.0,19,0
NoDelay,1,110,101,8.0,21.0,Sedan,24,49.078,21.0,8,0
NoDelay,1,110,102,11.0,21.0,SUV,54,46.996,27.0,19,0
NoDelay,1,110,103,9.0,19.0,Sedan,24,44.039,19.0,19,0
NoDelay,1,110,104,9.0,18.0,Sedan,24,59.046,24,8,0
NoDelay,1,110,105,7.0,18.0,SUV,54,40.895,23.0,8,0
NoDelay,1,110,106,7.0,19.0,Small,16,26.62,10.0,8,0
NoDelay,1,110,107,9.0,20.0,SUV,54,5.057,3.0,8,0
NoDelay,1,110,108,8.0,22.0,Sedan,24,36.795,16.0,8,0
NoDelay,1,110,109,9.0,17.0,SUV,54,30.755,18.0,19,0
NoDelay,1,110,110,12.0,19.0,SUV,54,17.579,10.0,19,0
