senario,Number_of_EVs,EV,Arrival,Depart,Type,BatteryCapacity,Distance,Demand,alloc_charger,delay
3,20,10,9,32,suv,54,45.81475667900218,26,19,0
3,20,11,11,34,suv,54,47.135723601997,27,8,0
3,20,12,12,34,sedan,24,37.58027288726143,16,8,0
3,20,13,6,35,sedan,24,48.99618968398194,21,19,0
3,20,14,7,33,suv,54,35.897550145437485,21,19,0
3,20,15,7,34,truck,70,38.9191144989499,32,8,0
3,20,16,7,33,suv,54,26.608840251271435,15,19,0
3,20,17,5,32,truck,70,39.33779794958531,32,19,0
3,20,18,8,33,truck,70,22.419362827393268,18,19,0
3,20,19,9,33,small,16,65.4013937056379,16,8,0
3,20,20,12,32,suv,54,61.0250495557317,35,19,0
4,20,1,12,33,sedan,24,31.952378646822922,14,8,0
4,20,2,13,35,suv,54,52.16979827590767,30,19,0
4,20,3,10,34,sedan,24,56.01577090864926,24,19,0
4,20,4,10,32,suv,54,43.636871293547664,25,19,0
4,20,5,8,34,suv,54,37.16335578466862,21,19,0
4,20,6,9,33,truck,70,78.76179563773431,64,19,0
4,20,7,6,32,truck,70,38.217098973731176,31,19,0
4,20,8,12,33,truck,70,43.910247965900744,36,19,0
4,20,9,8,33,small,16,32.4173598666344,12,8,0
4,20,10,8,33,suv,54,38.74081796939143,22,19,0
4,20,11,11,36,suv,54,47.841568267404504,27,19,0
4,20,12,6,35,sedan,24,38.455810909560185,16,19,0
4,20,13,10,35,small,16,45.65430755392194,16,8,0
4,20,14,12,35,truck,70,45.737278158257666,37,19,0
4,20,15,7,33,small,16,22.914903180163,9,8,0
4,20,16,10,32,truck,70,48.28712887946162,39,8,0
4,20,17,8,33,truck,70,44.03866237541971,36,19,0
4,20,18,11,33,truck,70,50.43921196274638,41,19,0
4,20,19,8,33,suv,54,67.32073933768223,39,19,0
4,20,20,10,33,small,16,36.76319053805482,14,8,0
5,20,1,6,37,sedan,24,37.476098494155934,16,8,0
5,20,2,8,34,small,16,30.191930654467715,11,8,0
5,20,3,9,34,truck,70,46.94156008445685,38,19,0
5,20,4,9,34,sedan,24,74.55544847268271,24,19,0
5,20,5,8,33,small,16,45.847287200942446,16,8,0
5,20,6,9,34,truck,70,40.42969925844699,33,19,0
5,20,7,9,32,suv,54,70.51196942089796,40,8,0
5,20,8,8,37,sedan,24,58.531060130497224,24,8,0
5,20,9,8,33,suv,54,22.428750510795002,13,19,0
5,20,10,13,33,sedan,24,40.63886620402961,17,19,0
5,20,11,6,34,sedan,24,58.742840588718636,24,19,0
5,20,12,11,36,truck,70,37.1919046279419,30,19,0
5,20,13,6,32,truck,70,58.38592343495907,48,8,0
5,20,14,9,33,sedan,24,52.50053107696287,23,8,0
5,20,15,10,32,sedan,24,31.02140901728126,13,19,0
5,20,16,7,32,suv,54,23.10541523050925,13,19,0
5,20,17,7,33,truck,70,21.828649118735854,18,19,0
5,20,18,11,34,small,16,46.38975689893282,16,8,0
5,20,19,10,32,small,16,50.584546816081584,16,8,0
5,20,20,7,34,sedan,24,45.85017137259208,20,8,0
6,20,1,6,33,sedan,24,29.722220792624128,13,19,0
6,20,2,14,33,small,16,8.450479759168882,3,19,0
6,20,3,11,33,small,16,16.56509993748323,6,19,0
6,20,4,7,33,sedan,24,30.114630124404197,13,19,0
6,20,5,10,34,truck,70,25.714685371100657,21,19,0
6,20,6,6,34,sedan,24,73.76445107321621,24,19,0
6,20,7,10,35,small,16,44.69130489924954,16,19,0
6,20,8,12,35,suv,54,66.0362155585576,38,19,0
6,20,9,8,33,truck,70,40.08858148919365,33,19,0
6,20,10,7,32,small,16,35.59155890889037,13,19,0
6,20,11,10,35,truck,70,53.83128432462838,44,19,0
6,20,12,8,36,truck,70,30.134114269547496,25,19,0
6,20,13,9,32,suv,54,11.695196711609231,7,19,0
6,20,14,8,33,sedan,24,41.60782418787896,18,19,0
6,20,15,8,34,suv,54,44.34392259462903,25,19,0
6,20,16,6,34,suv,54,43.05885134764319,25,19,0
6,20,17,9,32,sedan,24,32.64261061923956,14,19,0
6,20,18,11,32,suv,54,40.41203577020464,23,19,0
6,20,19,9,32,truck,70,54.08045109996426,44,19,0
6,20,20,8,32,sedan,24,34.12183677355181,15,19,0
7,20,1,9,32,sedan,24,44.19559376313668,19,19,0
7,20,2,6,32,small,16,47.59664041914848,16,8,0
7,20,3,8,35,sedan,24,38.9928038666711,17,19,0
7,20,4,7,33,sedan,24,64.32014864281993,24,8,0
7,20,5,8,32,truck,70,64.28304133917476,53,19,0
7,20,6,6,33,truck,70,25.982824530423436,21,19,0
7,20,7,10,33,sedan,24,40.39641047614103,17,19,0
7,20,8,9,33,suv,54,23.84935091303543,14,19,0
7,20,9,9,33,suv,54,9.47974985268451,5,8,0
7,20,10,7,32,sedan,24,43.10529335382815,18,19,0
7,20,11,10,34,small,16,42.815101894457655,16,8,0
7,20,12,6,33,truck,70,49.27270378996617,40,8,0
7,20,13,9,34,suv,54,31.184586384130228,18,19,0
7,20,14,8,32,small,16,42.57016163850502,16,8,0
7,20,15,11,36,suv,54,35.14984976358535,20,8,0
7,20,16,6,33,truck,70,40.56785666082193,33,19,0
7,20,17,5,33,small,16,37.08515052151544,14,8,0
7,20,18,7,32,truck,70,41.07504498759482,34,19,0
7,20,19,8,32,truck,70,43.3767601139121,35,8,0
7,20,20,14,32,truck,70,44.60935847410821,36,8,0
8,20,1,12,34,sedan,24,45.82762788433704,20,19,0
8,20,2,9,33,suv,54,30.06417324353488,17,19,0
8,20,3,11,34,truck,70,32.07431702628907,26,19,0
8,20,4,7,35,small,16,42.33890684564571,16,19,0
8,20,5,6,32,sedan,24,35.97951804594622,15,19,0
8,20,6,11,32,suv,54,33.80452313982942,19,19,0
8,20,7,10,33,small,16,28.092325339551024,11,19,0
8,20,8,12,33,sedan,24,44.21225279486613,19,19,0
8,20,9,5,32,small,16,17.5238205229754,7,19,0
8,20,10,10,32,small,16,63.562945244006,16,19,0
8,20,11,7,33,truck,70,7.024084239852542,6,19,0
8,20,12,11,34,suv,54,34.57539972903773,20,19,0
8,20,13,5,34,truck,70,31.159165443762227,25,19,0
8,20,14,9,34,small,16,46.46121763641192,16,19,0
8,20,15,11,32,small,16,39.08981039708333,15,19,0
8,20,16,6,33,truck,70,42.15894050772982,34,19,0
8,20,17,9,33,small,16,60.76333837276751,16,19,0
8,20,18,9,33,small,16,47.673694782779464,16,19,0
8,20,19,8,34,suv,54,20.702359397850323,12,19,0
8,20,20,10,32,suv,54,35.98362699660695,21,19,0
9,20,1,8,32,suv,54,56.74890482600166,33,19,0
9,20,2,7,32,truck,70,24.869277761173667,20,8,0
9,20,3,5,33,sedan,24,48.605432560481844,21,8,0
9,20,4,4,33,sedan,24,52.82431397874264,23,8,0
9,20,5,10,32,suv,54,51.910273228732066,30,19,0
9,20,6,11,32,small,16,36.3562448871753,14,8,0
9,20,7,8,33,sedan,24,26.066611478547408,11,8,0
9,20,8,5,33,small,16,23.694018372686585,9,8,0
9,20,9,10,32,suv,54,41.28933851268396,24,8,0
9,20,10,8,33,sedan,24,18.6197475939717,8,8,0
9,20,11,9,33,truck,70,43.02001096168089,35,19,0
9,20,12,7,32,truck,70,24.1704438239748,20,8,0
9,20,13,10,33,sedan,24,51.667224169368495,22,8,0
9,20,14,7,33,truck,70,69.52691160336856,57,19,0
9,20,15,8,34,truck,70,35.29090009597593,29,8,0
9,20,16,9,34,small,16,64.053754930689,16,8,0
9,20,17,4,35,suv,54,45.65352850105298,26,19,0
9,20,18,9,32,truck,70,35.78162345521942,29,19,0
9,20,19,6,32,suv,54,45.008240181927306,26,19,0
9,20,20,8,35,truck,70,27.769998839091272,23,19,0
10,20,1,8,32,sedan,24,43.358608005124715,19,19,0
10,20,2,12,32,small,16,21.80575365717436,8,8,0
10,20,3,7,34,sedan,24,15.642731694975957,7,19,0
10,20,4,6,33,sedan,24,34.0969206021361,15,19,0
10,20,5,7,32,truck,70,43.0956549384876,35,19,0
10,20,6,8,33,small,16,54.46616402086855,16,8,0
10,20,7,10,36,suv,54,40.950854762021336,24,19,0
10,20,8,6,32,suv,54,24.681415008163963,14,19,0
10,20,9,7,33,suv,54,34.896555283179865,20,19,0
10,20,10,11,32,sedan,24,45.7881884529803,20,19,0
10,20,11,8,33,small,16,34.77772905381251,13,8,0
10,20,12,7,32,truck,70,47.03019559920463,38,4,0
10,20,13,10,32,small,16,42.87038532298053,16,8,0
10,20,14,9,33,truck,70,17.892260779929583,15,19,0
10,20,15,9,33,truck,70,48.458600906467055,40,19,0
10,20,16,12,34,sedan,24,23.893360991448514,10,8,0
10,20,17,6,36,small,16,53.73454952584268,16,8,0
10,20,18,10,32,suv,54,34.40799801843823,20,19,0
10,20,19,7,33,small,16,62.855438244626875,16,8,0
10,20,20,9,35,small,16,64.84726138841438,16,8,0
11,20,1,9,32,truck,70,25.414893397409777,21,8,0
11,20,2,13,33,truck,70,48.06811690487204,39,19,0
11,20,3,7,33,truck,70,40.23795732644187,33,19,0
11,20,4,8,34,sedan,24,35.9676764607467,15,19,0
11,20,5,9,35,suv,54,58.001103326128415,33,19,0
11,20,6,10,33,small,16,36.80774280616227,14,8,0
11,20,7,6,33,small,16,38.23000094225875,14,8,0
11,20,8,11,32,sedan,24,57.000084284754465,24,8,0
11,20,9,12,32,truck,70,45.9514834610416,38,19,0
11,20,10,8,32,sedan,24,25.832649897388805,11,8,0
11,20,11,9,32,small,16,61.82912084768462,16,8,0
11,20,12,5,35,suv,54,34.91146614692248,20,8,0
11,20,13,8,34,sedan,24,44.73061634605039,19,19,0
11,20,14,9,36,sedan,24,47.3009497135406,20,8,0
11,20,15,10,33,sedan,24,35.19308397571489,15,8,0
11,20,16,7,33,small,16,54.92673420456944,16,8,0
11,20,17,7,35,suv,54,14.780599762527228,8,19,0
11,20,18,11,35,suv,54,28.60448996492313,16,19,0
11,20,19,10,32,sedan,24,48.66625905323245,21,8,0
11,20,20,12,33,truck,70,38.43363672100922,31,19,0
12,20,1,9,32,truck,70,25.414893397409777,21,8,0
12,20,2,13,33,truck,70,48.06811690487204,39,19,0
12,20,3,7,33,truck,70,40.23795732644187,33,19,0
12,20,4,8,34,sedan,24,35.9676764607467,15,19,0
12,20,5,9,35,suv,54,58.001103326128415,33,19,0
12,20,6,10,33,small,16,36.80774280616227,14,8,0
12,20,7,6,33,small,16,38.23000094225875,14,8,0
12,20,8,11,32,sedan,24,57.000084284754465,24,8,0
12,20,9,12,32,truck,70,45.9514834610416,38,19,0
12,20,10,8,32,sedan,24,25.832649897388805,11,8,0
12,20,11,9,32,small,16,61.82912084768462,16,8,0
12,20,12,5,35,suv,54,34.91146614692248,20,8,0
12,20,13,8,34,sedan,24,44.73061634605039,19,19,0
12,20,14,9,36,sedan,24,47.3009497135406,20,8,0
12,20,15,10,33,sedan,24,35.19308397571489,15,8,0
12,20,16,7,33,small,16,54.92673420456944,16,8,0
12,20,17,7,35,suv,54,14.780599762527228,8,19,0
12,20,18,11,35,suv,54,28.60448996492313,16,19,0
12,20,19,10,32,sedan,24,48.66625905323245,21,8,0
12,20,20,12,33,truck,70,38.43363672100922,31,19,0
13,20,1,9,32,truck,70,25.414893397409777,21,8,0
13,20,2,13,33,truck,70,48.06811690487204,39,19,0
13,20,3,7,33,truck,70,40.23795732644187,33,19,0
13,20,4,8,34,sedan,24,35.9676764607467,15,19,0
13,20,5,9,35,suv,54,58.001103326128415,33,19,0
13,20,6,10,33,small,16,36.80774280616227,14,8,0
13,20,7,6,33,small,16,38.23000094225875,14,8,0
13,20,8,11,32,sedan,24,57.000084284754465,24,8,0
13,20,9,12,32,truck,70,45.9514834610416,38,19,0
13,20,10,8,32,sedan,24,25.832649897388805,11,8,0
13,20,11,9,32,small,16,61.82912084768462,16,8,0
13,20,12,5,35,suv,54,34.91146614692248,20,8,0
13,20,13,8,34,sedan,24,44.73061634605039,19,19,0
13,20,14,9,36,sedan,24,47.3009497135406,20,8,0
13,20,15,10,33,sedan,24,35.19308397571489,15,8,0
13,20,16,7,33,small,16,54.92673420456944,16,8,0
13,20,17,7,35,suv,54,14.780599762527228,8,19,0
13,20,18,11,35,suv,54,28.60448996492313,16,19,0
13,20,19,10,32,sedan,24,48.66625905323245,21,8,0
13,20,20,12,33,truck,70,38.43363672100922,31,19,0
14,20,1,9,32,truck,70,25.414893397409777,21,8,0
14,20,2,13,33,truck,70,48.06811690487204,39,19,0
14,20,3,7,33,truck,70,40.23795732644187,33,19,0
14,20,4,8,34,sedan,24,35.9676764607467,15,19,0
14,20,5,9,35,suv,54,58.001103326128415,33,19,0
14,20,6,10,33,small,16,36.80774280616227,14,8,0
14,20,7,6,33,small,16,38.23000094225875,14,8,0
14,20,8,11,32,sedan,24,57.000084284754465,24,8,0
14,20,9,12,32,truck,70,45.9514834610416,38,19,0
14,20,10,8,32,sedan,24,25.832649897388805,11,8,0
14,20,11,9,32,small,16,61.82912084768462,16,8,0
14,20,12,5,35,suv,54,34.91146614692248,20,8,0
14,20,13,8,34,sedan,24,44.73061634605039,19,19,0
14,20,14,9,36,sedan,24,47.3009497135406,20,8,0
14,20,15,10,33,sedan,24,35.19308397571489,15,8,0
14,20,16,7,33,small,16,54.92673420456944,16,8,0
14,20,17,7,35,suv,54,14.780599762527228,8,19,0
14,20,18,11,35,suv,54,28.60448996492313,16,19,0
14,20,19,10,32,sedan,24,48.66625905323245,21,8,0
14,20,20,12,33,truck,70,38.43363672100922,31,19,0
15,20,1,9,32,truck,70,25.414893397409777,21,8,0
15,20,2,13,33,truck,70,48.06811690487204,39,19,0
15,20,3,7,33,truck,70,40.23795732644187,33,19,0
15,20,4,8,34,sedan,24,35.9676764607467,15,19,0
15,20,5,9,35,suv,54,58.001103326128415,33,19,0
15,20,6,10,33,small,16,36.80774280616227,14,8,0
15,20,7,6,33,small,16,38.23000094225875,14,8,0
15,20,8,11,32,sedan,24,57.000084284754465,24,8,0
15,20,9,12,32,truck,70,45.9514834610416,38,19,0
15,20,10,8,32,sedan,24,25.832649897388805,11,8,0
15,20,11,9,32,small,16,61.82912084768462,16,8,0
15,20,12,5,35,suv,54,34.91146614692248,20,8,0
15,20,13,8,34,sedan,24,44.73061634605039,19,19,0
15,20,14,9,36,sedan,24,47.3009497135406,20,8,0
15,20,15,10,33,sedan,24,35.19308397571489,15,8,0
15,20,16,7,33,small,16,54.92673420456944,16,8,0
15,20,17,7,35,suv,54,14.780599762527228,8,19,0
15,20,18,11,35,suv,54,28.60448996492313,16,19,0
15,20,19,10,32,sedan,24,48.66625905323245,21,8,0
15,20,20,12,33,truck,70,38.43363672100922,31,19,0
16,20,1,9,32,truck,70,25.414893397409777,21,8,0
16,20,2,13,33,truck,70,48.06811690487204,39,19,0
16,20,3,7,33,truck,70,40.23795732644187,33,19,0
16,20,4,8,34,sedan,24,35.9676764607467,15,19,0
16,20,5,9,35,suv,54,58.001103326128415,33,19,0
16,20,6,10,33,small,16,36.80774280616227,14,8,0
16,20,7,6,33,small,16,38.23000094225875,14,8,0
16,20,8,11,32,sedan,24,57.000084284754465,24,8,0
16,20,9,12,32,truck,70,45.9514834610416,38,19,0
16,20,10,8,32,sedan,24,25.832649897388805,11,8,0
16,20,11,9,32,small,16,61.82912084768462,16,8,0
16,20,12,5,35,suv,54,34.91146614692248,20,8,0
16,20,13,8,34,sedan,24,44.73061634605039,19,19,0
16,20,14,9,36,sedan,24,47.3009497135406,20,8,0
16,20,15,10,33,sedan,24,35.19308397571489,15,8,0
16,20,16,7,33,small,16,54.92673420456944,16,8,0
16,20,17,7,35,suv,54,14.780599762527228,8,19,0
16,20,18,11,35,suv,54,28.60448996492313,16,19,0
16,20,19,10,32,sedan,24,48.66625905323245,21,8,0
16,20,20,12,33,truck,70,38.43363672100922,31,19,0
17,20,1,9,32,truck,70,25.414893397409777,21,8,0
17,20,2,13,33,truck,70,48.06811690487204,39,19,0
17,20,3,7,33,truck,70,40.23795732644187,33,19,0
17,20,4,8,34,sedan,24,35.9676764607467,15,19,0
17,20,5,9,35,suv,54,58.001103326128415,33,19,0
17,20,6,10,33,small,16,36.80774280616227,14,8,0
17,20,7,6,33,small,16,38.23000094225875,14,8,0
17,20,8,11,32,sedan,24,57.000084284754465,24,8,0
17,20,9,12,32,truck,70,45.9514834610416,38,19,0
17,20,10,8,32,sedan,24,25.832649897388805,11,8,0
17,20,11,9,32,small,16,61.82912084768462,16,8,0
17,20,12,5,35,suv,54,34.91146614692248,20,8,0
17,20,13,8,34,sedan,24,44.73061634605039,19,19,0
17,20,14,9,36,sedan,24,47.3009497135406,20,8,0
17,20,15,10,33,sedan,24,35.19308397571489,15,8,0
17,20,16,7,33,small,16,54.92673420456944,16,8,0
17,20,17,7,35,suv,54,14.780599762527228,8,19,0
17,20,18,11,35,suv,54,28.60448996492313,16,19,0
17,20,19,10,32,sedan,24,48.66625905323245,21,8,0
17,20,20,12,33,truck,70,38.43363672100922,31,19,0
18,20,1,9,32,truck,70,25.414893397409777,21,8,0
18,20,2,13,33,truck,70,48.06811690487204,39,19,0
18,20,3,7,33,truck,70,40.23795732644187,33,19,0
18,20,4,8,34,sedan,24,35.9676764607467,15,19,0
18,20,5,9,35,suv,54,58.001103326128415,33,19,0
18,20,6,10,33,small,16,36.80774280616227,14,8,0
18,20,7,6,33,small,16,38.23000094225875,14,8,0
18,20,8,11,32,sedan,24,57.000084284754465,24,8,0
18,20,9,12,32,truck,70,45.9514834610416,38,19,0
18,20,10,8,32,sedan,24,25.832649897388805,11,8,0
18,20,11,9,32,small,16,61.82912084768462,16,8,0
18,20,12,5,35,suv,54,34.91146614692248,20,8,0
18,20,13,8,34,sedan,24,44.73061634605039,19,19,0
18,20,14,9,36,sedan,24,47.3009497135406,20,8,0
18,20,15,10,33,sedan,24,35.19308397571489,15,8,0
18,20,16,7,33,small,16,54.92673420456944,16,8,0
18,20,17,7,35,suv,54,14.780599762527228,8,19,0
18,20,18,11,35,suv,54,28.60448996492313,16,19,0
18,20,19,10,32,sedan,24,48.66625905323245,21,8,0
18,20,20,12,33,truck,70,38.43363672100922,31,19,0
19,20,1,9,32,truck,70,25.414893397409777,21,8,0
19,20,2,13,33,truck,70,48.06811690487204,39,19,0
19,20,3,7,33,truck,70,40.23795732644187,33,19,0
19,20,4,8,34,sedan,24,35.9676764607467,15,19,0
19,20,5,9,35,suv,54,58.001103326128415,33,19,0
19,20,6,10,33,small,16,36.80774280616227,14,8,0
19,20,7,6,33,small,16,38.23000094225875,14,8,0
19,20,8,11,32,sedan,24,57.000084284754465,24,8,0
19,20,9,12,32,truck,70,45.9514834610416,38,19,0
19,20,10,8,32,sedan,24,25.832649897388805,11,8,0
19,20,11,9,32,small,16,61.82912084768462,16,8,0
19,20,12,5,35,suv,54,34.91146614692248,20,8,0
19,20,13,8,34,sedan,24,44.73061634605039,19,19,0
19,20,14,9,36,sedan,24,47.3009497135406,20,8,0
19,20,15,10,33,sedan,24,35.19308397571489,15,8,0
19,20,16,7,33,small,16,54.92673420456944,16,8,0
19,20,17,7,35,suv,54,14.780599762527228,8,19,0
19,20,18,11,35,suv,54,28.60448996492313,16,19,0
19,20,19,10,32,sedan,24,48.66625905323245,21,8,0
19,20,20,12,33,truck,70,38.43363672100922,31,19,0
20,20,1,9,32,truck,70,25.414893397409777,21,8,0
20,20,2,13,33,truck,70,48.06811690487204,39,19,0
20,20,3,7,33,truck,70,40.23795732644187,33,19,0
20,20,4,8,34,sedan,24,35.9676764607467,15,19,0
20,20,5,9,35,suv,54,58.001103326128415,33,19,0
20,20,6,10,33,small,16,36.80774280616227,14,8,0
20,20,7,6,33,small,16,38.23000094225875,14,8,0
20,20,8,11,32,sedan,24,57.000084284754465,24,8,0
20,20,9,12,32,truck,70,45.9514834610416,38,19,0
20,20,10,8,32,sedan,24,25.832649897388805,11,8,0
20,20,11,9,32,small,16,61.82912084768462,16,8,0
20,20,12,5,35,suv,54,34.91146614692248,20,8,0
20,20,13,8,34,sedan,24,44.73061634605039,19,19,0
20,20,14,9,36,sedan,24,47.3009497135406,20,8,0
20,20,15,10,33,sedan,24,35.19308397571489,15,8,0
20,20,16,7,33,small,16,54.92673420456944,16,8,0
20,20,17,7,35,suv,54,14.780599762527228,8,19,0
20,20,18,11,35,suv,54,28.60448996492313,16,19,0
20,20,19,10,32,sedan,24,48.66625905323245,21,8,0
20,20,20,12,33,truck,70,38.43363672100922,31,19,0
21,20,1,9,32,truck,70,25.414893397409777,21,8,0
21,20,2,13,33,truck,70,48.06811690487204,39,19,0
21,20,3,7,33,truck,70,40.23795732644187,33,19,0
21,20,4,8,34,sedan,24,35.9676764607467,15,19,0
21,20,5,9,35,suv,54,58.001103326128415,33,19,0
21,20,6,10,33,small,16,36.80774280616227,14,8,0
21,20,7,6,33,small,16,38.23000094225875,14,8,0
21,20,8,11,32,sedan,24,57.000084284754465,24,8,0
21,20,9,12,32,truck,70,45.9514834610416,38,19,0
21,20,10,8,32,sedan,24,25.832649897388805,11,8,0
21,20,11,9,32,small,16,61.82912084768462,16,8,0
21,20,12,5,35,suv,54,34.91146614692248,20,8,0
21,20,13,8,34,sedan,24,44.73061634605039,19,19,0
21,20,14,9,36,sedan,24,47.3009497135406,20,8,0
21,20,15,10,33,sedan,24,35.19308397571489,15,8,0
21,20,16,7,33,small,16,54.92673420456944,16,8,0
21,20,17,7,35,suv,54,14.780599762527228,8,19,0
21,20,18,11,35,suv,54,28.60448996492313,16,19,0
21,20,19,10,32,sedan,24,48.66625905323245,21,8,0
21,20,20,12,33,truck,70,38.43363672100922,31,19,0
22,20,1,9,32,truck,70,25.414893397409777,21,8,0
22,20,2,13,33,truck,70,48.06811690487204,39,19,0
22,20,3,7,33,truck,70,40.23795732644187,33,19,0
22,20,4,8,34,sedan,24,35.9676764607467,15,19,0
22,20,5,9,35,suv,54,58.001103326128415,33,19,0
22,20,6,10,33,small,16,36.80774280616227,14,8,0
22,20,7,6,33,small,16,38.23000094225875,14,8,0
22,20,8,11,32,sedan,24,57.000084284754465,24,8,0
22,20,9,12,32,truck,70,45.9514834610416,38,19,0
22,20,10,8,32,sedan,24,25.832649897388805,11,8,0
22,20,11,9,32,small,16,61.82912084768462,16,8,0
22,20,12,5,35,suv,54,34.91146614692248,20,8,0
22,20,13,8,34,sedan,24,44.73061634605039,19,19,0
22,20,14,9,36,sedan,24,47.3009497135406,20,8,0
22,20,15,10,33,sedan,24,35.19308397571489,15,8,0
22,20,16,7,33,small,16,54.92673420456944,16,8,0
22,20,17,7,35,suv,54,14.780599762527228,8,19,0
22,20,18,11,35,suv,54,28.60448996492313,16,19,0
22,20,19,10,32,sedan,24,48.66625905323245,21,8,0
22,20,20,12,33,truck,70,38.43363672100922,31,19,0
23,20,1,9,32,truck,70,25.414893397409777,21,8,0
23,20,2,13,33,truck,70,48.06811690487204,39,19,0
23,20,3,7,33,truck,70,40.23795732644187,33,19,0
23,20,4,8,34,sedan,24,35.9676764607467,15,19,0
23,20,5,9,35,suv,54,58.001103326128415,33,19,0
23,20,6,10,33,small,16,36.80774280616227,14,8,0
23,20,7,6,33,small,16,38.23000094225875,14,8,0
23,20,8,11,32,sedan,24,57.000084284754465,24,8,0
23,20,9,12,32,truck,70,45.9514834610416,38,19,0
23,20,10,8,32,sedan,24,25.832649897388805,11,8,0
23,20,11,9,32,small,16,61.82912084768462,16,8,0
23,20,12,5,35,suv,54,34.91146614692248,20,8,0
23,20,13,8,34,sedan,24,44.73061634605039,19,19,0
23,20,14,9,36,sedan,24,47.3009497135406,20,8,0
23,20,15,10,33,sedan,24,35.19308397571489,15,8,0
23,20,16,7,33,small,16,54.92673420456944,16,8,0
23,20,17,7,35,suv,54,14.780599762527228,8,19,0
23,20,18,11,35,suv,54,28.60448996492313,16,19,0
23,20,19,10,32,sedan,24,48.66625905323245,21,8,0
23,20,20,12,33,truck,70,38.43363672100922,31,19,0
24,20,1,9,32,truck,70,25.414893397409777,21,8,0
24,20,2,13,33,truck,70,48.06811690487204,39,19,0
24,20,3,7,33,truck,70,40.23795732644187,33,19,0
24,20,4,8,34,sedan,24,35.9676764607467,15,19,0
24,20,5,9,35,suv,54,58.001103326128415,33,19,0
24,20,6,10,33,small,16,36.80774280616227,14,8,0
24,20,7,6,33,small,16,38.23000094225875,14,8,0
24,20,8,11,32,sedan,24,57.000084284754465,24,8,0
24,20,9,12,32,truck,70,45.9514834610416,38,19,0
24,20,10,8,32,sedan,24,25.832649897388805,11,8,0
24,20,11,9,32,small,16,61.82912084768462,16,8,0
24,20,12,5,35,suv,54,34.91146614692248,20,8,0
24,20,13,8,34,sedan,24,44.73061634605039,19,19,0
24,20,14,9,36,sedan,24,47.3009497135406,20,8,0
24,20,15,10,33,sedan,24,35.19308397571489,15,8,0
24,20,16,7,33,small,16,54.92673420456944,16,8,0
24,20,17,7,35,suv,54,14.780599762527228,8,19,0
