scenario,obj_value,number_of_EVs,Demand,Type_11,Installed_11,Type_20,Installed_20,Type_30,Installed_30
1089,3500.0,35,755.0,5,5,4,2,4,0
1090,4200.0,35,658.0,4,4,3,3,2,0
1091,3500.0,35,755.0,5,5,4,2,4,0
1092,4200.0,35,658.0,4,4,3,3,2,0
1093,3500.0,35,755.0,5,5,4,2,4,0
1094,4200.0,35,658.0,4,4,3,3,2,0
1095,3500.0,35,755.0,5,5,4,2,4,0
1096,4200.0,35,658.0,4,4,3,3,2,0
1097,3500.0,35,755.0,5,5,4,2,4,0
1098,4200.0,35,658.0,4,4,3,3,2,0
1099,3500.0,35,755.0,5,5,4,2,4,0
1100,4200.0,35,658.0,4,4,3,3,2,0
1101,3500.0,35,755.0,5,5,4,2,4,0
1102,4200.0,35,658.0,4,4,3,3,2,0
1103,3500.0,35,755.0,5,5,4,2,4,0
1104,4200.0,35,658.0,4,4,3,3,2,0
1105,3500.0,35,755.0,5,5,4,2,4,0
1106,4200.0,35,658.0,4,4,3,3,2,0
1107,3500.0,35,755.0,5,5,4,2,4,0
1108,4200.0,35,658.0,4,4,3,3,2,0
1109,3500.0,35,755.0,5,5,4,2,4,0
1110,4200.0,35,658.0,4,4,3,3,2,0
1111,3500.0,35,755.0,5,5,4,2,4,0
1112,4200.0,35,658.0,4,4,3,3,2,0
1113,3500.0,35,755.0,5,5,4,2,4,0
1114,4200.0,35,658.0,4,4,3,3,2,0
1115,3500.0,35,755.0,5,5,4,2,4,0
1116,4200.0,35,658.0,4,4,3,3,2,0
1117,3500.0,35,755.0,5,5,4,2,4,0
1118,4200.0,35,658.0,4,4,3,3,2,0
1119,3500.0,35,755.0,5,5,4,2,4,0
1120,4200.0,35,658.0,4,4,3,3,2,0
1121,3500.0,35,755.0,5,5,4,2,4,0
1122,4200.0,35,658.0,4,4,3,3,2,0
1123,3500.0,35,755.0,5,5,4,2,4,0
1124,4200.0,35,658.0,4,4,3,3,2,0
1125,3500.0,35,755.0,5,5,4,2,4,0
1126,4200.0,35,658.0,4,4,3,3,2,0
1127,3500.0,35,755.0,5,5,4,2,4,0
1128,4200.0,35,658.0,4,4,3,3,2,0
1129,3500.0,35,755.0,5,5,4,2,4,0
1130,4200.0,35,658.0,4,4,3,3,2,0
1131,3500.0,35,755.0,5,5,4,2,4,0
1132,4200.0,35,658.0,4,4,3,3,2,0
1133,3500.0,35,755.0,5,5,4,2,4,0
1134,4200.0,35,658.0,4,4,3,3,2,0
1135,3500.0,35,755.0,5,5,4,2,4,0
1136,4200.0,35,658.0,4,4,3,3,2,0
1137,3500.0,35,755.0,5,5,4,2,4,0
1138,4200.0,35,658.0,4,4,3,3,2,0
1139,3500.0,35,755.0,5,5,4,2,4,0
1140,4200.0,35,658.0,4,4,3,3,2,0
1141,3500.0,35,755.0,5,5,4,2,4,0
1142,4200.0,35,658.0,4,4,3,3,2,0
1143,3500.0,35,755.0,5,5,4,2,4,0
1144,4200.0,35,658.0,4,4,3,3,2,0
1145,3500.0,35,755.0,5,5,4,2,4,0
1146,4200.0,35,658.0,4,4,3,3,2,0
1147,3500.0,35,755.0,5,5,4,2,4,0
1148,4200.0,35,658.0,4,4,3,3,2,0
1149,3500.0,35,755.0,5,5,4,2,4,0
1150,4200.0,35,658.0,4,4,3,3,2,0
1151,3500.0,35,755.0,5,5,4,2,4,0
1152,4200.0,35,658.0,4,4,3,3,2,0
1153,3500.0,35,755.0,5,5,4,2,4,0
1154,4200.0,35,658.0,4,4,3,3,2,0
1155,3500.0,35,755.0,5,5,4,2,4,0
1156,4200.0,35,658.0,4,4,3,3,2,0
1157,3500.0,35,755.0,5,5,4,2,4,0
1158,4200.0,35,658.0,4,4,3,3,2,0
1159,3500.0,35,755.0,5,5,4,2,4,0
1160,4200.0,35,658.0,4,4,3,3,2,0
1161,3500.0,35,755.0,5,5,4,2,4,0
1162,4200.0,35,658.0,4,4,3,3,2,0
1163,3500.0,35,755.0,5,5,4,2,4,0
1164,4200.0,35,658.0,4,4,3,3,2,0
1165,3500.0,35,755.0,5,5,4,2,4,0
1166,4200.0,35,658.0,4,4,3,3,2,0
1167,3500.0,35,755.0,5,5,4,2,4,0
1168,4200.0,35,658.0,4,4,3,3,2,0
1169,3500.0,35,755.0,5,5,4,2,4,0
1170,4200.0,35,658.0,4,4,3,3,2,0
1171,3500.0,35,755.0,5,5,4,2,4,0
1172,4200.0,35,658.0,4,4,3,3,2,0
1173,3500.0,35,755.0,5,5,4,2,4,0
1174,4200.0,35,658.0,4,4,3,3,2,0
1175,3500.0,35,755.0,5,5,4,2,4,0
1176,4200.0,35,658.0,4,4,3,3,2,0
1177,3500.0,35,755.0,5,5,4,2,4,0
1178,4200.0,35,658.0,4,4,3,3,2,0
1179,3500.0,35,755.0,5,5,4,2,4,0
1180,4200.0,35,658.0,4,4,3,3,2,0
1181,3500.0,35,755.0,5,5,4,2,4,0
1182,4200.0,35,658.0,4,4,3,3,2,0
1183,3500.0,35,755.0,5,5,4,2,4,0
1184,4200.0,35,658.0,4,4,3,3,2,0
1185,3500.0,35,755.0,5,5,4,2,4,0
1186,4200.0,35,658.0,4,4,3,3,2,0
1187,3500.0,35,755.0,5,5,4,2,4,0
1188,4200.0,35,658.0,4,4,3,3,2,0
1189,3500.0,35,755.0,5,5,4,2,4,0
1190,4200.0,35,658.0,4,4,3,3,2,0
1191,3500.0,35,755.0,5,5,4,2,4,0
1192,4200.0,35,658.0,4,4,3,3,2,0
1193,3500.0,35,755.0,5,5,4,2,4,0
1194,4200.0,35,658.0,4,4,3,3,2,0
1195,3500.0,35,755.0,5,5,4,2,4,0
1196,4200.0,35,658.0,4,4,3,3,2,0
1197,3500.0,35,755.0,5,5,4,2,4,0
1198,4200.0,35,658.0,4,4,3,3,2,0
1199,3500.0,35,755.0,5,5,4,2,4,0
1200,4200.0,35,658.0,4,4,3,3,2,0
1201,3800.0,40,879.0,6,6,4,2,4,0
1202,8200.0,40,773.0,4,4,3,2,3,1
1203,8200.0,40,787.0,4,4,3,2,3,1
1204,3800.0,40,867.0,6,6,4,2,4,0
1205,3800.0,40,879.0,6,6,4,2,4,0
1206,4800.0,40,918.0,6,6,4,3,4,0
1207,3800.0,40,863.0,6,6,4,2,4,0
1208,4200.0,40,707.0,4,4,3,3,2,0
1209,4500.0,40,904.0,6,5,4,3,4,0
1210,3800.0,40,913.0,6,6,4,2,4,0
1211,3800.0,40,877.0,6,6,4,2,4,0
1212,8200.0,40,791.0,4,4,3,2,3,1
1213,4200.0,40,799.0,5,4,3,3,3,0
1214,4500.0,40,927.0,6,5,4,3,4,0
1215,4500.0,40,875.0,6,5,4,3,4,0
1216,4500.0,40,902.0,6,5,4,3,4,0
1217,4800.0,40,1001.0,6,6,5,3,4,0
1218,4500.0,40,944.0,6,5,4,3,4,0
1219,8200.0,40,748.0,4,4,3,2,3,1
1220,3800.0,40,801.0,6,6,4,2,4,0
1221,4500.0,40,949.0,6,5,4,3,4,0
1222,3800.0,40,883.0,6,6,4,2,4,0
1223,3800.0,40,858.0,6,6,4,2,4,0
1224,4800.0,40,940.0,6,6,4,3,4,0
1225,8200.0,40,792.0,4,4,3,2,3,1
1226,3800.0,40,819.0,6,6,4,2,4,0
1227,3800.0,40,811.0,6,6,4,2,4,0
1228,3800.0,40,805.0,6,6,4,2,4,0
1229,4500.0,40,939.0,6,5,4,3,4,0
1230,3800.0,40,904.0,6,6,4,2,4,0
1231,4500.0,40,882.0,6,5,4,3,4,0
1232,3800.0,40,815.0,6,6,4,2,4,0
1233,3800.0,40,819.0,6,6,4,2,4,0
1234,4500.0,40,878.0,6,5,4,3,4,0
1235,4800.0,40,890.0,6,6,4,3,4,0
1236,4200.0,40,741.0,4,4,3,3,3,0
1237,4500.0,40,942.0,6,5,4,3,4,0
1238,3800.0,40,802.0,6,6,4,2,4,0
1239,3800.0,40,884.0,6,6,4,2,4,0
1240,3800.0,40,809.0,6,6,4,2,4,0
1241,3800.0,40,836.0,6,6,4,2,4,0
1242,3800.0,40,838.0,6,6,4,2,4,0
1243,4500.0,40,903.0,6,5,4,3,4,0
1244,3800.0,40,847.0,6,6,4,2,4,0
1245,3800.0,40,940.0,6,6,4,2,4,0
1246,3800.0,40,852.0,6,6,4,2,4,0
1247,3800.0,40,852.0,6,6,4,2,4,0
1248,3800.0,40,853.0,6,6,4,2,4,0
1249,4500.0,40,933.0,6,5,4,3,4,0
1250,3800.0,40,808.0,6,6,4,2,4,0
1251,3800.0,40,916.0,6,6,4,2,4,0
1252,4500.0,40,918.0,6,5,4,3,4,0
1253,3800.0,40,905.0,6,6,4,2,4,0
1254,3800.0,40,845.0,6,6,4,2,4,0
1255,4500.0,40,1014.0,6,5,5,3,4,0
1256,3800.0,40,875.0,6,6,4,2,4,0
1257,8200.0,40,724.0,4,4,3,2,3,1
1258,4500.0,40,924.0,6,5,4,3,4,0
1259,4800.0,40,936.0,6,6,4,3,4,0
1260,3800.0,40,835.0,6,6,4,2,4,0
1261,3500.0,40,818.0,6,5,4,2,4,0
1262,4200.0,40,791.0,4,4,3,3,3,0
1263,4500.0,40,817.0,6,5,4,3,4,0
1264,3800.0,40,817.0,6,6,4,2,4,0
1265,3800.0,40,916.0,6,6,4,2,4,0
1266,4500.0,40,929.0,6,5,4,3,4,0
1267,3800.0,40,859.0,6,6,4,2,4,0
1268,4200.0,40,769.0,4,4,3,3,3,0
1269,3800.0,40,877.0,6,6,4,2,4,0
1270,3800.0,40,819.0,6,6,4,2,4,0
1271,4500.0,40,854.0,6,5,4,3,4,0
1272,3800.0,40,863.0,6,6,4,2,4,0
1273,3800.0,40,852.0,6,6,4,2,4,0
1274,4500.0,40,928.0,6,5,4,3,4,0
1275,3800.0,40,802.0,6,6,4,2,4,0
1276,3800.0,40,812.0,6,6,4,2,4,0
1277,3800.0,40,928.0,6,6,4,2,4,0
1278,3800.0,40,896.0,6,6,4,2,4,0
1279,4200.0,40,766.0,4,4,3,3,3,0
1280,4200.0,40,754.0,4,4,3,3,3,0
1281,8200.0,40,762.0,4,4,3,2,3,1
1282,3800.0,40,817.0,6,6,4,2,4,0
1283,3800.0,40,873.0,6,6,4,2,4,0
1284,4500.0,40,907.0,6,5,4,3,4,0
1285,3800.0,40,875.0,6,6,4,2,4,0
1286,4499.999999999991,40,918.0,6,4,4,3,4,0
1287,3800.0,40,834.0,6,6,4,2,4,0
1288,3800.0,40,814.0,6,6,4,2,4,0
1289,3800.0,40,840.0,6,6,4,2,4,0
1290,4800.0,40,949.0,6,6,4,3,4,0
1291,3800.0,40,805.0,6,6,4,2,4,0
1292,3800.0,40,801.0,6,6,4,2,4,0
1293,4200.0,40,794.0,5,4,3,3,3,0
1294,4200.0,40,786.0,4,4,3,3,3,0
1295,3800.0,40,803.0,6,6,4,2,4,0
1296,3800.0,40,878.0,6,6,4,2,4,0
1297,3800.0,40,889.0,6,6,4,2,4,0
1298,3800.0,40,836.0,6,6,4,2,4,0
1299,3800.0,40,838.0,6,6,4,2,4,0
1300,4500.0,40,903.0,6,5,4,3,4,0
1301,3800.0,40,847.0,6,6,4,2,4,0
1302,3800.0,40,940.0,6,6,4,2,4,0
1303,3800.0,40,852.0,6,6,4,2,4,0
1304,3800.0,40,852.0,6,6,4,2,4,0
1305,3800.0,40,853.0,6,6,4,2,4,0
1306,4500.0,40,933.0,6,5,4,3,4,0
1307,3800.0,40,808.0,6,6,4,2,4,0
1308,3800.0,40,916.0,6,6,4,2,4,0
1309,4500.0,40,918.0,6,5,4,3,4,0
1310,3800.0,40,905.0,6,6,4,2,4,0
1311,3800.0,40,845.0,6,6,4,2,4,0
1312,4500.0,40,1014.0,6,5,5,3,4,0
1313,3800.0,40,875.0,6,6,4,2,4,0
1314,8200.0,40,724.0,4,4,3,2,3,1
1315,4500.0,40,924.0,6,5,4,3,4,0
1316,4800.0,40,936.0,6,6,4,3,4,0
1317,3800.0,40,835.0,6,6,4,2,4,0
1318,3500.0,40,818.0,6,5,4,2,4,0
1319,4200.0,40,791.0,4,4,3,3,3,0
1320,4500.0,40,817.0,6,5,4,3,4,0
1321,3800.0,40,817.0,6,6,4,2,4,0
1322,3800.0,40,916.0,6,6,4,2,4,0
1323,4500.0,40,929.0,6,5,4,3,4,0
1324,3800.0,40,859.0,6,6,4,2,4,0
1325,4200.0,40,769.0,4,4,3,3,3,0
1326,3800.0,40,877.0,6,6,4,2,4,0
1327,3800.0,40,819.0,6,6,4,2,4,0
1328,4500.0,40,854.0,6,5,4,3,4,0
1329,3800.0,40,863.0,6,6,4,2,4,0
1330,3800.0,40,852.0,6,6,4,2,4,0
1331,4500.0,40,928.0,6,5,4,3,4,0
1332,3800.0,40,802.0,6,6,4,2,4,0
1333,3800.0,40,812.0,6,6,4,2,4,0
1334,3800.0,40,928.0,6,6,4,2,4,0
1335,3800.0,40,896.0,6,6,4,2,4,0
1336,4200.0,40,766.0,4,4,3,3,3,0
1337,4200.0,40,754.0,4,4,3,3,3,0
1338,8200.0,40,762.0,4,4,3,2,3,1
1339,3800.0,40,817.0,6,6,4,2,4,0
1340,3800.0,40,873.0,6,6,4,2,4,0
1341,4500.0,40,907.0,6,5,4,3,4,0
1342,3800.0,40,875.0,6,6,4,2,4,0
1343,4499.999999999991,40,918.0,6,4,4,3,4,0
1344,3800.0,40,834.0,6,6,4,2,4,0
1345,3800.0,40,814.0,6,6,4,2,4,0
1346,3800.0,40,840.0,6,6,4,2,4,0
1347,4800.0,40,949.0,6,6,4,3,4,0
1348,3800.0,40,805.0,6,6,4,2,4,0
1349,3800.0,40,801.0,6,6,4,2,4,0
1350,4200.0,40,794.0,5,4,3,3,3,0
1351,4200.0,40,786.0,4,4,3,3,3,0
1352,3800.0,40,803.0,6,6,4,2,4,0
1353,3800.0,40,878.0,6,6,4,2,4,0
1354,3800.0,40,889.0,6,6,4,2,4,0
1355,3800.0,40,836.0,6,6,4,2,4,0
1356,3800.0,40,838.0,6,6,4,2,4,0
1357,4500.0,40,903.0,6,5,4,3,4,0
1358,3800.0,40,847.0,6,6,4,2,4,0
1359,3800.0,40,940.0,6,6,4,2,4,0
1360,3800.0,40,852.0,6,6,4,2,4,0
1361,3800.0,40,852.0,6,6,4,2,4,0
1362,3800.0,40,853.0,6,6,4,2,4,0
1363,4500.0,40,933.0,6,5,4,3,4,0
1364,3800.0,40,808.0,6,6,4,2,4,0
1365,3800.0,40,916.0,6,6,4,2,4,0
1366,4500.0,40,918.0,6,5,4,3,4,0
1367,3800.0,40,905.0,6,6,4,2,4,0
1368,3800.0,40,845.0,6,6,4,2,4,0
1369,4500.0,40,1014.0,6,5,5,3,4,0
1370,3800.0,40,875.0,6,6,4,2,4,0
1371,8200.0,40,724.0,4,4,3,2,3,1
1372,4500.0,40,924.0,6,5,4,3,4,0
1373,4800.0,40,936.0,6,6,4,3,4,0
1374,3800.0,40,835.0,6,6,4,2,4,0
1375,3500.0,40,818.0,6,5,4,2,4,0
1376,4200.0,40,791.0,4,4,3,3,3,0
1377,4500.0,40,817.0,6,5,4,3,4,0
1378,3800.0,40,817.0,6,6,4,2,4,0
1379,3800.0,40,916.0,6,6,4,2,4,0
1380,4500.0,40,929.0,6,5,4,3,4,0
1381,3800.0,40,859.0,6,6,4,2,4,0
1382,4200.0,40,769.0,4,4,3,3,3,0
1383,3800.0,40,877.0,6,6,4,2,4,0
1384,3800.0,40,819.0,6,6,4,2,4,0
1385,4500.0,40,854.0,6,5,4,3,4,0
1386,3800.0,40,863.0,6,6,4,2,4,0
1387,3800.0,40,852.0,6,6,4,2,4,0
1388,4500.0,40,928.0,6,5,4,3,4,0
1389,3800.0,40,802.0,6,6,4,2,4,0
1390,3800.0,40,812.0,6,6,4,2,4,0
1391,3800.0,40,928.0,6,6,4,2,4,0
1392,3800.0,40,896.0,6,6,4,2,4,0
1393,4200.0,40,766.0,4,4,3,3,3,0
1394,4200.0,40,754.0,4,4,3,3,3,0
1395,8200.0,40,762.0,4,4,3,2,3,1
1396,3800.0,40,817.0,6,6,4,2,4,0
1397,3800.0,40,873.0,6,6,4,2,4,0
1398,4500.0,40,907.0,6,5,4,3,4,0
1399,3800.0,40,875.0,6,6,4,2,4,0
1400,4499.999999999991,40,918.0,6,4,4,3,4,0
1401,4800.0,45,1013.0,6,6,5,3,4,0
1402,4800.0,45,987.0,6,6,5,3,4,0
1403,4800.0,45,1088.0,7,6,5,3,4,0
1404,4500.0,45,972.0,6,5,5,3,4,0
1405,4800.0,45,940.0,6,6,4,3,4,0
1406,4500.0,45,841.0,5,5,3,3,3,0
1407,4800.0,45,904.0,6,6,4,3,4,0
1408,4800.0,45,1010.0,6,6,5,3,4,0
1409,5500.0,45,1015.0,6,5,5,4,4,0
1410,4800.0,45,932.0,6,6,4,3,4,0
1411,4800.0,45,971.0,6,6,5,3,4,0
1412,4500.0,45,865.0,5,5,3,3,3,0
1413,4800.0,45,953.0,6,6,4,3,4,0
1414,4800.0,45,940.0,6,6,4,3,4,0
1415,4800.0,45,995.0,6,6,5,3,4,0
1416,4200.0,45,729.0,4,4,3,3,3,0
1417,4800.0,45,949.0,6,6,4,3,4,0
1418,4800.0,45,961.0,6,6,5,3,4,0
1419,4800.0,45,912.0,6,6,4,3,4,0
1420,4800.0,45,985.0,6,6,5,3,4,0
1421,4800.0,45,987.0,6,6,5,3,4,0
1422,4800.0,45,1088.0,7,6,5,3,4,0
1423,4500.0,45,972.0,6,5,5,3,4,0
1424,4800.0,45,940.0,6,6,4,3,4,0
1425,4500.0,45,841.0,5,5,3,3,3,0
1426,4800.0,45,904.0,6,6,4,3,4,0
1427,4800.0,45,1010.0,6,6,5,3,4,0
1428,5500.0,45,1015.0,6,5,5,4,4,0
1429,4800.0,45,932.0,6,6,4,3,4,0
1430,4800.0,45,971.0,6,6,5,3,4,0
1431,4500.0,45,865.0,5,5,3,3,3,0
1432,4800.0,45,953.0,6,6,4,3,4,0
1433,4800.0,45,940.0,6,6,4,3,4,0
1434,4800.0,45,995.0,6,6,5,3,4,0
1435,4200.0,45,729.0,4,4,3,3,3,0
1436,4800.0,45,949.0,6,6,4,3,4,0
1437,4800.0,45,961.0,6,6,5,3,4,0
1438,4800.0,45,912.0,6,6,4,3,4,0
1439,4800.0,45,985.0,6,6,5,3,4,0
1440,4800.0,45,987.0,6,6,5,3,4,0
1441,4800.0,45,1088.0,7,6,5,3,4,0
1442,4500.0,45,972.0,6,5,5,3,4,0
1443,4800.0,45,940.0,6,6,4,3,4,0
1444,4500.0,45,841.0,5,5,3,3,3,0
1445,4800.0,45,904.0,6,6,4,3,4,0
1446,4800.0,45,1010.0,6,6,5,3,4,0
1447,5500.0,45,1015.0,6,5,5,4,4,0
1448,4800.0,45,932.0,6,6,4,3,4,0
1449,4800.0,45,971.0,6,6,5,3,4,0
1450,4500.0,45,865.0,5,5,3,3,3,0
1451,4800.0,45,953.0,6,6,4,3,4,0
1452,4800.0,45,940.0,6,6,4,3,4,0
1453,4800.0,45,995.0,6,6,5,3,4,0
1454,4200.0,45,729.0,4,4,3,3,3,0
1455,4800.0,45,949.0,6,6,4,3,4,0
1456,4800.0,45,961.0,6,6,5,3,4,0
1457,4800.0,45,912.0,6,6,4,3,4,0
1458,4800.0,45,985.0,6,6,5,3,4,0
1459,4800.0,45,987.0,6,6,5,3,4,0
1460,4800.0,45,1088.0,7,6,5,3,4,0
1461,4500.0,45,972.0,6,5,5,3,4,0
1462,4800.0,45,940.0,6,6,4,3,4,0
1463,4500.0,45,841.0,5,5,3,3,3,0
1464,4800.0,45,904.0,6,6,4,3,4,0
1465,4800.0,45,1010.0,6,6,5,3,4,0
1466,5500.0,45,1015.0,6,5,5,4,4,0
1467,4800.0,45,932.0,6,6,4,3,4,0
1468,4800.0,45,971.0,6,6,5,3,4,0
1469,4500.0,45,865.0,5,5,3,3,3,0
1470,4800.0,45,953.0,6,6,4,3,4,0
1471,4800.0,45,940.0,6,6,4,3,4,0
1472,4800.0,45,995.0,6,6,5,3,4,0
1473,4200.0,45,729.0,4,4,3,3,3,0
1474,4800.0,45,949.0,6,6,4,3,4,0
1475,4800.0,45,961.0,6,6,5,3,4,0
1476,4800.0,45,912.0,6,6,4,3,4,0
1477,4800.0,45,985.0,6,6,5,3,4,0
1478,4800.0,45,987.0,6,6,5,3,4,0
1479,4800.0,45,1088.0,7,6,5,3,4,0
1480,4500.0,45,972.0,6,5,5,3,4,0
1481,4800.0,45,940.0,6,6,4,3,4,0
1482,4500.0,45,841.0,5,5,3,3,3,0
1483,4800.0,45,904.0,6,6,4,3,4,0
1484,4800.0,45,1010.0,6,6,5,3,4,0
1485,5500.0,45,1015.0,6,5,5,4,4,0
1486,4800.0,45,932.0,6,6,4,3,4,0
1487,4800.0,45,971.0,6,6,5,3,4,0
1488,4500.0,45,865.0,5,5,3,3,3,0
1489,4800.0,45,953.0,6,6,4,3,4,0
1490,4800.0,45,940.0,6,6,4,3,4,0
1491,4800.0,45,995.0,6,6,5,3,4,0
1492,4200.0,45,729.0,4,4,3,3,3,0
1493,4800.0,45,949.0,6,6,4,3,4,0
1494,4800.0,45,961.0,6,6,5,3,4,0
1495,4800.0,45,912.0,6,6,4,3,4,0
1496,4800.0,45,985.0,6,6,5,3,4,0
1497,4800.0,45,987.0,6,6,5,3,4,0
1498,4800.0,45,1088.0,7,6,5,3,4,0
1499,4500.0,45,972.0,6,5,5,3,4,0
1500,4800.0,45,940.0,6,6,4,3,4,0
1501,4500.0,45,841.0,5,5,3,3,3,0
1502,4800.0,45,904.0,6,6,4,3,4,0
1503,4800.0,45,1010.0,6,6,5,3,4,0
1504,5500.0,45,1015.0,6,5,5,4,4,0
1505,4800.0,45,932.0,6,6,4,3,4,0
1506,4800.0,45,971.0,6,6,5,3,4,0
1507,4500.0,45,865.0,5,5,3,3,3,0
1508,4800.0,45,953.0,6,6,4,3,4,0
1509,4800.0,45,940.0,6,6,4,3,4,0
1510,4800.0,45,995.0,6,6,5,3,4,0
1511,4200.0,45,729.0,4,4,3,3,3,0
1512,4800.0,45,949.0,6,6,4,3,4,0
1513,4800.0,45,961.0,6,6,5,3,4,0
1514,4800.0,45,912.0,6,6,4,3,4,0
1515,4800.0,45,985.0,6,6,5,3,4,0
1516,4800.0,45,987.0,6,6,5,3,4,0
1517,4800.0,45,1088.0,7,6,5,3,4,0
1518,4500.0,45,972.0,6,5,5,3,4,0
1519,4800.0,45,940.0,6,6,4,3,4,0
1520,4500.0,45,841.0,5,5,3,3,3,0
1521,4800.0,45,904.0,6,6,4,3,4,0
1522,4800.0,45,1010.0,6,6,5,3,4,0
1523,5500.0,45,1015.0,6,5,5,4,4,0
1524,4800.0,45,932.0,6,6,4,3,4,0
1525,4800.0,45,971.0,6,6,5,3,4,0
1526,4500.0,45,865.0,5,5,3,3,3,0
1527,4800.0,45,953.0,6,6,4,3,4,0
1528,4800.0,45,940.0,6,6,4,3,4,0
1529,4800.0,45,995.0,6,6,5,3,4,0
1530,4200.0,45,729.0,4,4,3,3,3,0
1531,4800.0,45,949.0,6,6,4,3,4,0
1532,4800.0,45,961.0,6,6,5,3,4,0
1533,4800.0,45,912.0,6,6,4,3,4,0
1534,4800.0,45,985.0,6,6,5,3,4,0
1535,4800.0,45,987.0,6,6,5,3,4,0
1536,4800.0,45,1088.0,7,6,5,3,4,0
1537,4500.0,45,972.0,6,5,5,3,4,0
1538,4800.0,45,940.0,6,6,4,3,4,0
1539,4500.0,45,841.0,5,5,3,3,3,0
1540,4800.0,45,904.0,6,6,4,3,4,0
1541,4800.0,45,1010.0,6,6,5,3,4,0
1542,5500.0,45,1015.0,6,5,5,4,4,0
1543,4800.0,45,932.0,6,6,4,3,4,0
1544,4800.0,45,971.0,6,6,5,3,4,0
1545,4500.0,45,865.0,5,5,3,3,3,0
1546,4800.0,45,953.0,6,6,4,3,4,0
1547,4800.0,45,940.0,6,6,4,3,4,0
1548,4800.0,45,995.0,6,6,5,3,4,0
1549,4200.0,45,729.0,4,4,3,3,3,0
1550,4800.0,45,949.0,6,6,4,3,4,0
1551,4800.0,45,961.0,6,6,5,3,4,0
1552,4800.0,45,912.0,6,6,4,3,4,0
1553,4800.0,45,985.0,6,6,5,3,4,0
1554,4800.0,45,987.0,6,6,5,3,4,0
1555,4800.0,45,1088.0,7,6,5,3,4,0
1556,4500.0,45,972.0,6,5,5,3,4,0
1557,4800.0,45,940.0,6,6,4,3,4,0
1558,4500.0,45,841.0,5,5,3,3,3,0
1559,4800.0,45,904.0,6,6,4,3,4,0
1560,4800.0,45,1010.0,6,6,5,3,4,0
1561,5500.0,45,1015.0,6,5,5,4,4,0
1562,4800.0,45,932.0,6,6,4,3,4,0
1563,4800.0,45,971.0,6,6,5,3,4,0
1564,4500.0,45,865.0,5,5,3,3,3,0
1565,4800.0,45,953.0,6,6,4,3,4,0
1566,4800.0,45,940.0,6,6,4,3,4,0
1567,4800.0,45,995.0,6,6,5,3,4,0
1568,4200.0,45,729.0,4,4,3,3,3,0
1569,4800.0,45,949.0,6,6,4,3,4,0
1570,4800.0,45,961.0,6,6,5,3,4,0
1571,4800.0,45,912.0,6,6,4,3,4,0
1572,4800.0,45,985.0,6,6,5,3,4,0
1573,4800.0,45,987.0,6,6,5,3,4,0
1574,4800.0,45,1088.0,7,6,5,3,4,0
1575,4500.0,45,972.0,6,5,5,3,4,0
1576,4800.0,45,940.0,6,6,4,3,4,0
1577,4500.0,45,841.0,5,5,3,3,3,0
1578,4800.0,45,904.0,6,6,4,3,4,0
1579,4800.0,45,1010.0,6,6,5,3,4,0
1580,5500.0,45,1015.0,6,5,5,4,4,0
1581,4800.0,45,932.0,6,6,4,3,4,0
1582,4800.0,45,971.0,6,6,5,3,4,0
1583,4500.0,45,865.0,5,5,3,3,3,0
1584,4800.0,45,953.0,6,6,4,3,4,0
1585,4800.0,45,940.0,6,6,4,3,4,0
1586,4800.0,45,995.0,6,6,5,3,4,0
1587,4200.0,45,729.0,4,4,3,3,3,0
1588,4800.0,45,949.0,6,6,4,3,4,0
1589,4800.0,45,961.0,6,6,5,3,4,0
1590,4800.0,45,912.0,6,6,4,3,4,0
1591,4800.0,45,985.0,6,6,5,3,4,0
1592,4800.0,45,987.0,6,6,5,3,4,0
1593,4800.0,45,1088.0,7,6,5,3,4,0
1594,4500.0,45,972.0,6,5,5,3,4,0
1595,4800.0,45,940.0,6,6,4,3,4,0
1596,4500.0,45,841.0,5,5,3,3,3,0
1597,4800.0,45,904.0,6,6,4,3,4,0
1598,4800.0,45,1010.0,6,6,5,3,4,0
1599,5500.0,45,1015.0,6,5,5,4,4,0
1600,4800.0,45,932.0,6,6,4,3,4,0
1601,4800.0,50,1081.0,7,6,5,3,4,0
1602,5100.0,50,1069.0,7,7,5,3,4,0
1603,5100.0,50,1063.0,7,7,5,3,4,0
1604,5500.0,50,978.0,5,5,4,4,3,0
1605,9500.0,50,827.0,5,5,3,3,3,1
1606,5100.0,50,1095.0,7,7,5,3,4,0
1607,5100.0,50,1110.0,7,7,5,3,4,0
1608,9500.0,50,908.0,5,5,3,3,3,1
1609,5100.000000000364,50,1100.0,7,6,5,3,4,0
1610,5100.0,50,1106.0,7,7,5,3,4,0
1611,5100.0,50,1079.0,7,7,5,3,4,0
1612,5800.0,50,1117.0,7,6,5,4,4,0
1613,4800.0,50,1026.0,6,6,5,3,4,0
1614,5800.0,50,1114.0,7,6,5,4,4,0
1615,5500.0,50,973.0,5,5,4,4,3,0
1616,5500.0,50,961.0,5,5,4,4,3,0
1617,5500.0,50,964.0,5,5,4,4,3,0
1618,5800.0,50,1117.0,7,6,5,4,4,0
1619,4800.0,50,1026.0,6,6,5,3,4,0
1620,5800.0,50,1114.0,7,6,5,4,4,0
1621,5500.0,50,973.0,5,5,4,4,3,0
