Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_OneSlotDelay,606,20,9,9,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,606,20,10,8,19,NAN,NAN,NAN,16,4,0
CC_OneSlotDelay,606,20,11,8,23,NAN,NAN,NAN,22,19,0
CC_OneSlotDelay,606,20,12,4,19,NAN,NAN,NAN,21,19,0
CC_OneSlotDelay,606,20,13,6,23,NAN,NAN,NAN,16,4,1
CC_OneSlotDelay,606,20,14,7,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,606,20,15,6,23,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,606,20,16,9,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,606,20,17,8,16,NAN,NAN,NAN,41,19,0
CC_OneSlotDelay,606,20,18,10,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,606,20,19,6,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,606,20,20,11,16,NAN,NAN,NAN,21,19,0
CC_OneSlotDelay,607,20,1,12,18,NAN,NAN,NAN,31,19,0
CC_OneSlotDelay,607,20,2,8,20,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,607,20,3,11,18,NAN,NAN,NAN,6,19,0
CC_OneSlotDelay,607,20,4,5,18,NAN,NAN,NAN,4,19,0
CC_OneSlotDelay,607,20,5,12,21,NAN,NAN,NAN,30,19,0
CC_OneSlotDelay,607,20,6,11,23,NAN,NAN,NAN,12,19,1
CC_OneSlotDelay,607,20,7,7,22,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,607,20,8,8,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,607,20,9,6,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,607,20,10,9,19,NAN,NAN,NAN,12,19,1
CC_OneSlotDelay,607,20,11,11,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,607,20,12,10,21,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,607,20,13,11,21,NAN,NAN,NAN,12,19,0
CC_OneSlotDelay,607,20,14,9,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,607,20,15,6,21,NAN,NAN,NAN,9,19,0
CC_OneSlotDelay,607,20,16,8,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,607,20,17,12,18,NAN,NAN,NAN,21,19,0
CC_OneSlotDelay,607,20,18,5,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,607,20,19,11,22,NAN,NAN,NAN,12,19,1
CC_OneSlotDelay,607,20,20,11,19,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,608,20,1,9,19,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,608,20,2,10,20,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,608,20,3,9,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,608,20,4,9,23,NAN,NAN,NAN,34,19,1
CC_OneSlotDelay,608,20,5,7,22,NAN,NAN,NAN,24,19,1
CC_OneSlotDelay,608,20,6,8,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,608,20,7,11,18,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,608,20,8,10,21,NAN,NAN,NAN,10,19,1
CC_OneSlotDelay,608,20,9,7,17,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,608,20,10,11,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,608,20,11,7,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,608,20,12,6,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,608,20,13,7,20,NAN,NAN,NAN,20,19,0
CC_OneSlotDelay,608,20,14,8,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,608,20,15,9,22,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,608,20,16,6,22,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,608,20,17,8,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,608,20,18,13,19,NAN,NAN,NAN,22,19,0
CC_OneSlotDelay,608,20,19,13,18,NAN,NAN,NAN,11,19,0
CC_OneSlotDelay,608,20,20,5,17,NAN,NAN,NAN,6,19,0
CC_OneSlotDelay,609,20,1,8,20,NAN,NAN,NAN,3,19,0
CC_OneSlotDelay,609,20,2,8,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,609,20,3,7,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,609,20,4,8,19,NAN,NAN,NAN,31,19,0
CC_OneSlotDelay,609,20,5,12,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,609,20,6,9,20,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,609,20,7,6,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,609,20,8,10,16,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,609,20,9,7,20,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,609,20,10,11,19,NAN,NAN,NAN,4,19,0
CC_OneSlotDelay,609,20,11,6,22,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,609,20,12,5,19,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,609,20,13,8,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,609,20,14,8,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,609,20,15,11,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,609,20,16,10,22,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,609,20,17,6,22,NAN,NAN,NAN,30,19,1
CC_OneSlotDelay,609,20,18,8,17,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,609,20,19,6,19,NAN,NAN,NAN,39,19,1
CC_OneSlotDelay,609,20,20,9,17,NAN,NAN,NAN,15,19,1
CC_OneSlotDelay,610,20,1,11,20,NAN,NAN,NAN,6,4,0
CC_OneSlotDelay,610,20,2,14,22,NAN,NAN,NAN,18,19,1
CC_OneSlotDelay,610,20,3,8,16,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,610,20,4,8,20,NAN,NAN,NAN,16,4,0
CC_OneSlotDelay,610,20,5,10,18,NAN,NAN,NAN,50,19,0
CC_OneSlotDelay,610,20,6,10,23,NAN,NAN,NAN,3,4,0
CC_OneSlotDelay,610,20,7,11,18,NAN,NAN,NAN,37,19,0
CC_OneSlotDelay,610,20,8,8,23,NAN,NAN,NAN,7,4,0
CC_OneSlotDelay,610,20,9,7,19,NAN,NAN,NAN,4,4,0
CC_OneSlotDelay,610,20,10,10,19,NAN,NAN,NAN,34,19,1
CC_OneSlotDelay,610,20,11,10,21,NAN,NAN,NAN,22,19,1
CC_OneSlotDelay,610,20,12,9,21,NAN,NAN,NAN,5,4,0
CC_OneSlotDelay,610,20,13,6,21,NAN,NAN,NAN,37,19,0
CC_OneSlotDelay,610,20,14,9,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,610,20,15,3,20,NAN,NAN,NAN,18,19,0
CC_OneSlotDelay,610,20,16,7,17,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,610,20,17,11,23,NAN,NAN,NAN,21,19,1
CC_OneSlotDelay,610,20,18,11,20,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,610,20,19,8,21,NAN,NAN,NAN,4,19,0
CC_OneSlotDelay,610,20,20,10,18,NAN,NAN,NAN,19,4,0
CC_OneSlotDelay,611,20,1,7,18,NAN,NAN,NAN,3,4,0
CC_OneSlotDelay,611,20,2,11,21,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,611,20,3,11,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,611,20,4,11,23,NAN,NAN,NAN,31,19,1
CC_OneSlotDelay,611,20,5,7,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,611,20,6,5,18,NAN,NAN,NAN,14,4,0
CC_OneSlotDelay,611,20,7,9,17,NAN,NAN,NAN,11,4,0
CC_OneSlotDelay,611,20,8,7,16,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,611,20,9,11,23,NAN,NAN,NAN,17,4,1
CC_OneSlotDelay,611,20,10,11,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,611,20,11,8,17,NAN,NAN,NAN,11,4,0
CC_OneSlotDelay,611,20,12,7,18,NAN,NAN,NAN,33,19,0
CC_OneSlotDelay,611,20,13,5,20,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,611,20,14,10,18,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,611,20,15,12,19,NAN,NAN,NAN,11,19,0
CC_OneSlotDelay,611,20,16,7,22,NAN,NAN,NAN,33,19,1
CC_OneSlotDelay,611,20,17,6,20,NAN,NAN,NAN,63,19,0
CC_OneSlotDelay,611,20,18,8,18,NAN,NAN,NAN,35,19,0
CC_OneSlotDelay,611,20,19,10,21,NAN,NAN,NAN,19,19,1
CC_OneSlotDelay,611,20,20,10,21,NAN,NAN,NAN,16,4,0
CC_OneSlotDelay,612,20,1,8,20,NAN,NAN,NAN,3,19,0
CC_OneSlotDelay,612,20,2,8,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,612,20,3,7,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,612,20,4,8,19,NAN,NAN,NAN,31,19,0
CC_OneSlotDelay,612,20,5,12,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,612,20,6,9,20,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,612,20,7,6,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,612,20,8,10,16,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,612,20,9,7,20,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,612,20,10,11,19,NAN,NAN,NAN,4,19,0
CC_OneSlotDelay,612,20,11,6,22,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,612,20,12,5,19,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,612,20,13,8,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,612,20,14,8,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,612,20,15,11,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,612,20,16,10,22,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,612,20,17,6,22,NAN,NAN,NAN,30,19,1
CC_OneSlotDelay,612,20,18,8,17,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,612,20,19,6,19,NAN,NAN,NAN,39,19,1
CC_OneSlotDelay,612,20,20,9,17,NAN,NAN,NAN,15,19,1
CC_OneSlotDelay,613,20,1,4,20,NAN,NAN,NAN,36,19,0
CC_OneSlotDelay,613,20,2,8,18,NAN,NAN,NAN,32,19,0
CC_OneSlotDelay,613,20,3,7,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,613,20,4,11,19,NAN,NAN,NAN,22,19,1
CC_OneSlotDelay,613,20,5,7,22,NAN,NAN,NAN,23,19,1
CC_OneSlotDelay,613,20,6,11,22,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,613,20,7,6,23,NAN,NAN,NAN,8,19,1
CC_OneSlotDelay,613,20,8,7,18,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,613,20,9,9,19,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,613,20,10,7,20,NAN,NAN,NAN,22,19,1
CC_OneSlotDelay,613,20,11,9,20,NAN,NAN,NAN,38,19,0
CC_OneSlotDelay,613,20,12,11,16,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,613,20,13,8,20,NAN,NAN,NAN,5,19,0
CC_OneSlotDelay,613,20,14,7,19,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,613,20,15,11,17,NAN,NAN,NAN,3,19,0
CC_OneSlotDelay,613,20,16,8,24,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,613,20,17,11,18,NAN,NAN,NAN,12,19,0
CC_OneSlotDelay,613,20,18,7,19,NAN,NAN,NAN,7,19,0
CC_OneSlotDelay,613,20,19,11,18,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,613,20,20,7,21,NAN,NAN,NAN,25,19,0
CC_OneSlotDelay,614,20,1,8,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,614,20,2,8,19,NAN,NAN,NAN,12,19,0
CC_OneSlotDelay,614,20,3,8,21,NAN,NAN,NAN,19,19,0
CC_OneSlotDelay,614,20,4,9,21,NAN,NAN,NAN,12,19,0
CC_OneSlotDelay,614,20,5,8,17,NAN,NAN,NAN,11,19,0
CC_OneSlotDelay,614,20,6,7,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,614,20,7,8,22,NAN,NAN,NAN,18,19,0
CC_OneSlotDelay,614,20,8,7,23,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,614,20,9,6,19,NAN,NAN,NAN,27,19,0
CC_OneSlotDelay,614,20,10,9,21,NAN,NAN,NAN,21,19,0
CC_OneSlotDelay,614,20,11,8,19,NAN,NAN,NAN,28,19,1
CC_OneSlotDelay,614,20,12,10,21,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,614,20,13,5,17,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,614,20,14,9,22,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,614,20,15,7,17,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,614,20,16,7,20,NAN,NAN,NAN,12,19,0
CC_OneSlotDelay,614,20,17,8,21,NAN,NAN,NAN,31,19,0
CC_OneSlotDelay,614,20,18,7,23,NAN,NAN,NAN,23,19,1
CC_OneSlotDelay,614,20,19,7,20,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,614,20,20,9,22,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,615,20,1,11,20,NAN,NAN,NAN,6,4,0
CC_OneSlotDelay,615,20,2,14,22,NAN,NAN,NAN,18,19,1
CC_OneSlotDelay,615,20,3,8,16,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,615,20,4,8,20,NAN,NAN,NAN,16,4,0
CC_OneSlotDelay,615,20,5,10,18,NAN,NAN,NAN,50,19,0
CC_OneSlotDelay,615,20,6,10,23,NAN,NAN,NAN,3,4,0
CC_OneSlotDelay,615,20,7,11,18,NAN,NAN,NAN,37,19,0
CC_OneSlotDelay,615,20,8,8,23,NAN,NAN,NAN,7,4,0
CC_OneSlotDelay,615,20,9,7,19,NAN,NAN,NAN,4,4,0
CC_OneSlotDelay,615,20,10,10,19,NAN,NAN,NAN,34,19,1
CC_OneSlotDelay,615,20,11,10,21,NAN,NAN,NAN,22,19,1
CC_OneSlotDelay,615,20,12,9,21,NAN,NAN,NAN,5,4,0
CC_OneSlotDelay,615,20,13,6,21,NAN,NAN,NAN,37,19,0
CC_OneSlotDelay,615,20,14,9,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,615,20,15,3,20,NAN,NAN,NAN,18,19,0
CC_OneSlotDelay,615,20,16,7,17,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,615,20,17,11,23,NAN,NAN,NAN,21,19,1
CC_OneSlotDelay,615,20,18,11,20,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,615,20,19,8,21,NAN,NAN,NAN,4,19,0
CC_OneSlotDelay,615,20,20,10,18,NAN,NAN,NAN,19,4,0
CC_OneSlotDelay,616,20,1,11,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,616,20,2,5,19,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,616,20,3,12,21,NAN,NAN,NAN,11,19,1
CC_OneSlotDelay,616,20,4,11,20,NAN,NAN,NAN,5,19,0
CC_OneSlotDelay,616,20,5,7,18,NAN,NAN,NAN,11,19,1
CC_OneSlotDelay,616,20,6,7,16,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,616,20,7,8,17,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,616,20,8,8,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,616,20,9,7,20,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,616,20,10,12,20,NAN,NAN,NAN,22,19,0
CC_OneSlotDelay,616,20,11,8,21,NAN,NAN,NAN,14,19,0
CC_OneSlotDelay,616,20,12,9,23,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,616,20,13,10,21,NAN,NAN,NAN,14,19,1
CC_OneSlotDelay,616,20,14,13,19,NAN,NAN,NAN,5,19,0
CC_OneSlotDelay,616,20,15,7,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,616,20,16,6,23,NAN,NAN,NAN,12,19,1
CC_OneSlotDelay,616,20,17,11,19,NAN,NAN,NAN,3,19,0
CC_OneSlotDelay,616,20,18,8,19,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,616,20,19,11,20,NAN,NAN,NAN,22,19,0
CC_OneSlotDelay,616,20,20,10,19,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,617,20,1,12,21,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,617,20,2,8,19,NAN,NAN,NAN,9,19,0
CC_OneSlotDelay,617,20,3,9,22,NAN,NAN,NAN,5,19,0
CC_OneSlotDelay,617,20,4,5,19,NAN,NAN,NAN,22,19,0
CC_OneSlotDelay,617,20,5,6,21,NAN,NAN,NAN,21,19,0
CC_OneSlotDelay,617,20,6,9,22,NAN,NAN,NAN,6,19,0
CC_OneSlotDelay,617,20,7,8,20,NAN,NAN,NAN,20,19,0
CC_OneSlotDelay,617,20,8,9,24,NAN,NAN,NAN,39,19,0
CC_OneSlotDelay,617,20,9,7,21,NAN,NAN,NAN,16,19,1
CC_OneSlotDelay,617,20,10,5,21,NAN,NAN,NAN,4,19,1
CC_OneSlotDelay,617,20,11,10,21,NAN,NAN,NAN,11,19,1
CC_OneSlotDelay,617,20,12,7,23,NAN,NAN,NAN,13,19,0
CC_OneSlotDelay,617,20,13,8,18,NAN,NAN,NAN,12,19,0
CC_OneSlotDelay,617,20,14,8,16,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,617,20,15,14,20,NAN,NAN,NAN,15,19,0
CC_OneSlotDelay,617,20,16,5,17,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,617,20,17,9,16,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,617,20,18,9,18,NAN,NAN,NAN,16,19,0
CC_OneSlotDelay,617,20,19,6,19,NAN,NAN,NAN,8,19,0
CC_OneSlotDelay,617,20,20,9,20,NAN,NAN,NAN,24,19,0
CC_OneSlotDelay,618,20,1,8,17,NAN,NAN,NAN,40,19,0
CC_OneSlotDelay,618,20,2,7,17,NAN,NAN,NAN,45,19,0
CC_OneSlotDelay,618,20,3,8,17,NAN,NAN,NAN,7,8,0
CC_OneSlotDelay,618,20,4,6,17,NAN,NAN,NAN,10,19,0
CC_OneSlotDelay,618,20,5,5,20,NAN,NAN,NAN,15,19,1
CC_OneSlotDelay,618,20,6,10,22,NAN,NAN,NAN,18,8,0
