Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_NoDelay,2272,60,51,12,22,Truck,70,50.842,42,19,0
CC_NoDelay,2272,60,52,4,18,SUV,54,51.478,30,19,0
CC_NoDelay,2272,60,53,6,24,SUV,54,28.328,16,19,0
CC_NoDelay,2272,60,54,7,20,Small,16,41.378,16,19,0
CC_NoDelay,2272,60,55,9,19,Sedan,24,41.081,18,19,0
CC_NoDelay,2272,60,56,8,18,SUV,54,65.367,38,19,0
CC_NoDelay,2272,60,57,11,19,Small,16,47.696,16,19,0
CC_NoDelay,2272,60,58,6,20,Sedan,24,47.992,21,19,0
CC_NoDelay,2272,60,59,9,18,Sedan,24,59.723,24,19,0
CC_NoDelay,2272,60,60,6,23,Sedan,24,50.811,22,19,0
CC_NoDelay,2273,60,1,7,22,Small,16,10.347,4,19,0
CC_NoDelay,2273,60,2,7,21,Sedan,24,72.762,24,19,0
CC_NoDelay,2273,60,3,9,19,Small,16,60.907,16,19,0
CC_NoDelay,2273,60,4,10,18,Sedan,24,40.377,17,19,0
CC_NoDelay,2273,60,5,9,21,Truck,70,56.156,46,19,0
CC_NoDelay,2273,60,6,9,19,Small,16,31.116,12,19,0
CC_NoDelay,2273,60,7,7,19,Truck,70,42.539,35,19,0
CC_NoDelay,2273,60,8,12,16,SUV,54,56.982,33,19,0
CC_NoDelay,2273,60,9,13,17,Small,16,75.535,16,19,0
CC_NoDelay,2273,60,10,11,19,Sedan,24,38.648,17,19,0
CC_NoDelay,2273,60,11,8,20,Sedan,24,27.364,12,19,0
CC_NoDelay,2273,60,12,11,20,Truck,70,52.365,43,19,0
CC_NoDelay,2273,60,13,10,21,Small,16,15.906,6,19,0
CC_NoDelay,2273,60,14,9,23,SUV,54,58.621,34,19,0
CC_NoDelay,2273,60,15,4,20,Truck,70,51.555,42,19,0
CC_NoDelay,2273,60,16,7,18,Truck,70,26.028,21,19,0
CC_NoDelay,2273,60,17,6,21,SUV,54,67.117,39,19,0
CC_NoDelay,2273,60,18,8,22,Sedan,24,33.544,14,19,0
CC_NoDelay,2273,60,19,10,22,Small,16,27.63,10,19,0
CC_NoDelay,2273,60,20,10,18,Sedan,24,46.813,20,19,0
CC_NoDelay,2273,60,21,8,18,Small,16,47.376,16,19,0
CC_NoDelay,2273,60,22,9,22,Small,16,40.266,15,19,0
CC_NoDelay,2273,60,23,10,20,Small,16,63.965,16,19,0
CC_NoDelay,2273,60,24,8,17,Truck,70,47.344,39,19,0
CC_NoDelay,2273,60,25,8,21,Sedan,24,53.76,23,19,0
CC_NoDelay,2273,60,26,8,20,Small,16,29.228,11,19,0
CC_NoDelay,2273,60,27,5,21,Sedan,24,49.374,21,19,0
CC_NoDelay,2273,60,28,9,18,Sedan,24,54.326,23,19,0
CC_NoDelay,2273,60,29,12,20,Sedan,24,63.639,24,19,0
CC_NoDelay,2273,60,30,10,20,Truck,70,49.786,41,19,0
CC_NoDelay,2273,60,31,9,22,SUV,54,40.175,23,19,0
CC_NoDelay,2273,60,32,8,18,Small,16,38.661,15,19,0
CC_NoDelay,2273,60,33,11,19,SUV,54,40.558,23,19,0
CC_NoDelay,2273,60,34,8,19,Sedan,24,49.772,21,19,0
CC_NoDelay,2273,60,35,9,20,Sedan,24,33.257,14,19,0
CC_NoDelay,2273,60,36,11,21,Truck,70,19.037,16,19,0
CC_NoDelay,2273,60,37,6,21,Small,16,62.789,16,19,0
CC_NoDelay,2273,60,38,9,21,Sedan,24,39.255,17,19,0
CC_NoDelay,2273,60,39,10,21,SUV,54,40.306,23,19,0
CC_NoDelay,2273,60,40,11,21,Small,16,30.965,12,19,0
CC_NoDelay,2273,60,41,8,22,Truck,70,45.322,37,19,0
CC_NoDelay,2273,60,42,11,21,Sedan,24,18.832,8,19,0
CC_NoDelay,2273,60,43,9,19,SUV,54,29.029,17,19,0
CC_NoDelay,2273,60,44,12,24,Small,16,35.232,13,19,0
CC_NoDelay,2273,60,45,12,21,Small,16,10.313,4,19,0
CC_NoDelay,2273,60,46,9,18,SUV,54,32.884,19,19,0
CC_NoDelay,2273,60,47,10,22,Small,16,12.579,5,19,0
CC_NoDelay,2273,60,48,8,21,Small,16,10.686,4,19,0
CC_NoDelay,2273,60,49,9,22,Sedan,24,70.501,24,19,0
CC_NoDelay,2273,60,50,4,18,Small,16,46.656,16,19,0
CC_NoDelay,2273,60,51,9,18,Small,16,77.493,16,19,0
CC_NoDelay,2273,60,52,8,22,Sedan,24,52.778,23,19,0
CC_NoDelay,2273,60,53,12,17,Small,16,54.606,16,19,0
CC_NoDelay,2273,60,54,7,20,Sedan,24,40.512,17,19,0
CC_NoDelay,2273,60,55,9,20,Sedan,24,57.38,24,19,0
CC_NoDelay,2273,60,56,8,16,Sedan,24,56.061,24,19,0
CC_NoDelay,2273,60,57,9,22,Sedan,24,16.09,7,19,0
CC_NoDelay,2273,60,58,6,19,Small,16,25.751,10,19,0
CC_NoDelay,2273,60,59,12,21,Truck,70,66.351,54,19,0
CC_NoDelay,2273,60,60,6,19,Sedan,24,62.96,24,19,0
CC_NoDelay,2274,60,1,12,22,Small,16,23.248,9,8,0
CC_NoDelay,2274,60,2,9,20,SUV,54,35.606,20,19,0
CC_NoDelay,2274,60,3,6,19,SUV,54,21.944,13,8,0
CC_NoDelay,2274,60,4,9,18,Truck,70,28.958,24,19,0
CC_NoDelay,2274,60,5,12,20,Sedan,24,67.565,24,19,0
CC_NoDelay,2274,60,6,10,20,Sedan,24,31.269,13,19,0
CC_NoDelay,2274,60,7,10,19,Truck,70,67.061,55,19,0
CC_NoDelay,2274,60,8,8,16,Truck,70,24.788,20,19,0
CC_NoDelay,2274,60,9,6,18,Truck,70,51.203,42,19,0
CC_NoDelay,2274,60,10,8,17,Small,16,23.748,9,8,0
CC_NoDelay,2274,60,11,6,21,Sedan,24,20.059,9,19,0
CC_NoDelay,2274,60,12,14,21,SUV,54,35.363,20,19,0
CC_NoDelay,2274,60,13,11,19,Small,16,17.555,7,19,0
CC_NoDelay,2274,60,14,8,21,Small,16,22.443,9,19,0
CC_NoDelay,2274,60,15,7,20,Sedan,24,38.108,16,19,0
CC_NoDelay,2274,60,16,6,20,Small,16,35.694,14,19,0
CC_NoDelay,2274,60,17,12,21,Small,16,11.347,4,19,0
CC_NoDelay,2274,60,18,10,17,Small,16,75.794,16,19,0
CC_NoDelay,2274,60,19,5,18,Small,16,5.27,2,19,0
CC_NoDelay,2274,60,20,5,16,Small,16,26.251,10,19,0
CC_NoDelay,2274,60,21,8,20,Small,16,53.912,16,19,0
CC_NoDelay,2274,60,22,8,19,Small,16,57.719,16,19,0
CC_NoDelay,2274,60,23,8,21,Sedan,24,56.57,24,19,0
CC_NoDelay,2274,60,24,10,20,Sedan,24,42.789,18,19,0
CC_NoDelay,2274,60,25,7,17,SUV,54,28.673,16,19,0
CC_NoDelay,2274,60,26,7,22,Small,16,38.655,15,19,0
CC_NoDelay,2274,60,27,6,18,Small,16,49.116,16,19,0
CC_NoDelay,2274,60,28,10,21,SUV,54,72.149,41,8,0
CC_NoDelay,2274,60,29,7,18,Sedan,24,22.943,10,19,0
CC_NoDelay,2274,60,30,11,23,SUV,54,43.383,25,19,0
CC_NoDelay,2274,60,31,8,18,Sedan,24,24.191,10,19,0
CC_NoDelay,2274,60,32,9,18,Truck,70,40.814,33,8,0
CC_NoDelay,2274,60,33,8,21,Small,16,56.202,16,19,0
CC_NoDelay,2274,60,34,11,17,Truck,70,26.884,22,19,0
CC_NoDelay,2274,60,35,6,21,Sedan,24,41.529,18,8,0
CC_NoDelay,2274,60,36,9,22,Sedan,24,53.34,23,19,0
CC_NoDelay,2274,60,37,7,19,SUV,54,28.85,17,19,0
CC_NoDelay,2274,60,38,8,20,Sedan,24,52.888,23,19,0
CC_NoDelay,2274,60,39,9,20,Small,16,57.454,16,19,0
CC_NoDelay,2274,60,40,9,17,Sedan,24,58.498,24,19,0
CC_NoDelay,2274,60,41,7,18,Small,16,55.05,16,19,0
CC_NoDelay,2274,60,42,9,22,Small,16,41.398,16,19,0
CC_NoDelay,2274,60,43,4,22,SUV,54,70.325,40,19,0
CC_NoDelay,2274,60,44,6,18,Small,16,40.832,15,19,0
CC_NoDelay,2274,60,45,8,18,SUV,54,32.144,18,19,0
CC_NoDelay,2274,60,46,9,21,Sedan,24,50.715,22,19,0
CC_NoDelay,2274,60,47,9,19,Small,16,51.753,16,19,0
CC_NoDelay,2274,60,48,11,19,Small,16,25.511,10,19,0
CC_NoDelay,2274,60,49,6,20,Small,16,57.205,16,19,0
CC_NoDelay,2274,60,50,10,19,Sedan,24,59.71,24,19,0
CC_NoDelay,2274,60,51,10,18,Small,16,66.69,16,19,0
CC_NoDelay,2274,60,52,12,21,Small,16,26.505,10,19,0
CC_NoDelay,2274,60,53,10,22,Small,16,53.485,16,19,0
CC_NoDelay,2274,60,54,7,24,Sedan,24,36.254,16,19,0
CC_NoDelay,2274,60,55,12,22,Sedan,24,66.242,24,19,0
CC_NoDelay,2274,60,56,7,19,Small,16,17.062,6,19,0
CC_NoDelay,2274,60,57,7,18,Small,16,28.268,11,19,0
CC_NoDelay,2274,60,58,6,19,Sedan,24,27.149,12,19,0
CC_NoDelay,2274,60,59,9,21,Truck,70,30.748,25,19,0
CC_NoDelay,2274,60,60,11,18,Sedan,24,46.862,20,19,0
CC_NoDelay,2275,60,1,8,21,Small,16,54.019,16,19,0
CC_NoDelay,2275,60,2,10,24,Small,16,12.664,5,19,0
CC_NoDelay,2275,60,3,11,20,Small,16,29.625,11,19,0
CC_NoDelay,2275,60,4,6,20,Small,16,40.843,15,19,0
CC_NoDelay,2275,60,5,8,22,Small,16,45.44,16,19,0
CC_NoDelay,2275,60,6,5,21,Small,16,59.785,16,8,0
CC_NoDelay,2275,60,7,9,19,Sedan,24,58.047,24,19,0
CC_NoDelay,2275,60,8,10,21,Sedan,24,22.965,10,19,0
CC_NoDelay,2275,60,9,6,17,Sedan,24,36.609,16,19,0
CC_NoDelay,2275,60,10,7,17,Sedan,24,14.824,6,19,0
CC_NoDelay,2275,60,11,10,17,Small,16,34.175,13,19,0
CC_NoDelay,2275,60,12,10,21,Small,16,37.921,14,19,0
CC_NoDelay,2275,60,13,7,22,Small,16,35.027,13,8,0
CC_NoDelay,2275,60,14,8,19,Small,16,18.673,7,19,0
CC_NoDelay,2275,60,15,11,19,Small,16,22.22,8,19,0
CC_NoDelay,2275,60,16,8,23,Small,16,26.785,10,19,0
CC_NoDelay,2275,60,17,9,22,Small,16,38.665,15,19,0
CC_NoDelay,2275,60,18,5,19,SUV,54,62.442,36,19,0
CC_NoDelay,2275,60,19,12,19,SUV,54,69.774,40,19,0
CC_NoDelay,2275,60,20,7,20,SUV,54,39.276,23,19,0
CC_NoDelay,2275,60,21,10,18,Sedan,24,24.984,11,19,0
CC_NoDelay,2275,60,22,7,20,Sedan,24,57.888,24,19,0
CC_NoDelay,2275,60,23,8,18,Small,16,6.773,3,19,0
CC_NoDelay,2275,60,24,10,19,Truck,70,18.75,15,8,0
CC_NoDelay,2275,60,25,7,22,Truck,70,44.877,37,19,0
CC_NoDelay,2275,60,26,11,21,Sedan,24,43.464,19,8,0
CC_NoDelay,2275,60,27,13,20,SUV,54,47.585,27,19,0
CC_NoDelay,2275,60,28,9,16,Small,16,50.597,16,19,0
CC_NoDelay,2275,60,29,9,20,Sedan,24,31.235,13,8,0
CC_NoDelay,2275,60,30,5,24,Small,16,25.625,10,8,0
CC_NoDelay,2275,60,31,5,22,Small,16,22.035,8,19,0
CC_NoDelay,2275,60,32,9,22,Truck,70,42.113,34,19,0
CC_NoDelay,2275,60,33,5,19,SUV,54,42.773,25,19,0
CC_NoDelay,2275,60,34,7,20,SUV,54,76.546,44,19,0
CC_NoDelay,2275,60,35,10,18,Small,16,68.268,16,19,0
CC_NoDelay,2275,60,36,10,19,SUV,54,17.595,10,19,0
CC_NoDelay,2275,60,37,5,19,Truck,70,30.865,25,19,0
CC_NoDelay,2275,60,38,9,22,Small,16,42.203,16,19,0
CC_NoDelay,2275,60,39,6,19,Small,16,61.281,16,19,0
CC_NoDelay,2275,60,40,9,19,Small,16,17.827,7,19,0
CC_NoDelay,2275,60,41,10,19,Small,16,39.442,15,19,0
CC_NoDelay,2275,60,42,6,22,Sedan,24,34.953,15,19,0
CC_NoDelay,2275,60,43,11,19,Small,16,57.528,16,19,0
CC_NoDelay,2275,60,44,8,22,SUV,54,16.076,9,19,0
CC_NoDelay,2275,60,45,7,21,Sedan,24,60.761,24,19,0
CC_NoDelay,2275,60,46,13,20,SUV,54,41.067,24,8,0
CC_NoDelay,2275,60,47,9,21,Small,16,63.825,16,8,0
CC_NoDelay,2275,60,48,8,24,Small,16,51.391,16,19,0
CC_NoDelay,2275,60,49,11,19,SUV,54,28.009,16,19,0
CC_NoDelay,2275,60,50,9,19,SUV,54,29.673,17,19,0
CC_NoDelay,2275,60,51,6,21,Truck,70,13.396,11,19,0
CC_NoDelay,2275,60,52,8,22,Sedan,24,30.946,13,19,0
CC_NoDelay,2275,60,53,7,17,Small,16,64.119,16,19,0
CC_NoDelay,2275,60,54,7,18,Truck,70,56.04,46,19,0
CC_NoDelay,2275,60,55,8,20,Truck,70,61.828,51,19,0
CC_NoDelay,2275,60,56,7,21,Truck,70,58.656,48,19,0
CC_NoDelay,2275,60,57,12,16,Small,16,50.996,16,19,0
CC_NoDelay,2275,60,58,6,17,Small,16,39.408,15,8,0
CC_NoDelay,2275,60,59,15,22,Small,16,50.255,16,19,0
CC_NoDelay,2275,60,60,5,19,Small,16,17.154,7,19,0
CC_NoDelay,2276,60,1,8,17,SUV,54,22.203,13,19,0
CC_NoDelay,2276,60,2,7,21,SUV,54,60.824,35,19,0
CC_NoDelay,2276,60,3,8,23,Sedan,24,36.202,16,19,0
CC_NoDelay,2276,60,4,9,21,Sedan,24,59.812,24,19,0
CC_NoDelay,2276,60,5,8,18,Small,16,49.475,16,19,0
CC_NoDelay,2276,60,6,10,20,Small,16,29.809,11,19,0
CC_NoDelay,2276,60,7,10,20,Sedan,24,42.668,18,19,0
CC_NoDelay,2276,60,8,12,20,Small,16,73.005,16,19,0
CC_NoDelay,2276,60,9,10,19,Small,16,48.083,16,19,0
CC_NoDelay,2276,60,10,5,20,Sedan,24,54.207,23,19,0
CC_NoDelay,2276,60,11,9,21,Small,16,60.264,16,19,0
CC_NoDelay,2276,60,12,8,21,SUV,54,63.495,36,19,0
CC_NoDelay,2276,60,13,12,20,Truck,70,46.459,38,19,0
CC_NoDelay,2276,60,14,7,21,Small,16,58.566,16,19,0
CC_NoDelay,2276,60,15,13,16,Sedan,24,19.71,8,19,0
CC_NoDelay,2276,60,16,13,20,Sedan,24,40.721,17,19,0
CC_NoDelay,2276,60,17,10,21,SUV,54,10.762,6,19,0
CC_NoDelay,2276,60,18,9,19,Small,16,61.728,16,19,0
CC_NoDelay,2276,60,19,11,20,Sedan,24,67.188,24,19,0
CC_NoDelay,2276,60,20,5,20,SUV,54,45.191,26,19,0
CC_NoDelay,2276,60,21,8,18,SUV,54,44.722,26,19,0
CC_NoDelay,2276,60,22,13,18,Small,16,59.475,16,19,0
CC_NoDelay,2276,60,23,9,20,Small,16,27.438,10,19,0
CC_NoDelay,2276,60,24,4,23,SUV,54,38.066,22,19,0
CC_NoDelay,2276,60,25,12,18,Small,16,22.977,9,19,0
CC_NoDelay,2276,60,26,9,21,Sedan,24,16.035,7,19,0
CC_NoDelay,2276,60,27,4,23,Small,16,37.188,14,19,0
CC_NoDelay,2276,60,28,9,18,Small,16,39.007,15,19,0
CC_NoDelay,2276,60,29,11,17,SUV,54,53.231,31,19,0
CC_NoDelay,2276,60,30,8,16,SUV,54,45.309,26,19,0
CC_NoDelay,2276,60,31,8,19,Sedan,24,55.44,24,19,0
CC_NoDelay,2276,60,32,5,17,SUV,54,20.752,12,19,0
CC_NoDelay,2276,60,33,9,20,SUV,54,51.661,30,19,0
CC_NoDelay,2276,60,34,7,20,Sedan,24,54.941,24,19,0
CC_NoDelay,2276,60,35,5,19,SUV,54,48.192,28,19,0
CC_NoDelay,2276,60,36,9,23,Sedan,24,25.073,11,19,0
CC_NoDelay,2276,60,37,8,17,Small,16,38.364,15,19,0
CC_NoDelay,2276,60,38,10,17,Small,16,51.89,16,19,0
CC_NoDelay,2276,60,39,9,18,SUV,54,38.135,22,19,0
CC_NoDelay,2276,60,40,9,17,Small,16,43.949,16,19,0
CC_NoDelay,2276,60,41,9,21,Small,16,68.788,16,19,0
CC_NoDelay,2276,60,42,8,20,Sedan,24,61.513,24,19,0
CC_NoDelay,2276,60,43,6,20,Small,16,49.748,16,19,0
CC_NoDelay,2276,60,44,8,18,Small,16,64.309,16,19,0
CC_NoDelay,2276,60,45,5,18,Sedan,24,39.852,17,19,0
CC_NoDelay,2276,60,46,7,21,Sedan,24,54.342,23,19,0
CC_NoDelay,2276,60,47,8,17,Sedan,24,39.558,17,19,0
CC_NoDelay,2276,60,48,10,21,SUV,54,73.212,42,19,0
CC_NoDelay,2276,60,49,8,21,SUV,54,42.864,25,19,0
CC_NoDelay,2276,60,50,10,21,Sedan,24,51.22,22,19,0
CC_NoDelay,2276,60,51,7,19,SUV,54,53.026,30,19,0
CC_NoDelay,2276,60,52,11,18,SUV,54,61.905,36,19,0
CC_NoDelay,2276,60,53,13,22,Sedan,24,33.619,14,19,0
CC_NoDelay,2276,60,54,8,21,Sedan,24,25.493,11,19,0
CC_NoDelay,2276,60,55,11,20,Truck,70,34.346,28,19,0
CC_NoDelay,2276,60,56,8,20,SUV,54,46.53,27,19,0
CC_NoDelay,2276,60,57,7,20,Truck,70,60.708,50,19,0
CC_NoDelay,2276,60,58,12,17,Sedan,24,11.149,5,19,0
CC_NoDelay,2276,60,59,13,19,Small,16,35.42,13,19,0
CC_NoDelay,2276,60,60,12,20,Small,16,40.327,15,19,0
CC_NoDelay,2277,60,1,9,17,Small,16,31.33,12,19,0
CC_NoDelay,2277,60,2,12,24,Small,16,33.13,13,8,0
CC_NoDelay,2277,60,3,2,19,Sedan,24,30.763,13,19,0
CC_NoDelay,2277,60,4,12,19,SUV,54,52.646,30,19,0
CC_NoDelay,2277,60,5,9,19,Sedan,24,37.251,16,19,0
CC_NoDelay,2277,60,6,9,19,Small,16,16.452,6,19,0
CC_NoDelay,2277,60,7,8,19,Small,16,44.889,16,19,0
CC_NoDelay,2277,60,8,11,22,SUV,54,7.439,4,19,0
CC_NoDelay,2277,60,9,11,19,Small,16,50.726,16,19,0
CC_NoDelay,2277,60,10,11,22,Small,16,72.123,16,19,0
CC_NoDelay,2277,60,11,9,17,Small,16,71.979,16,19,0
CC_NoDelay,2277,60,12,11,19,Small,16,40.647,15,19,0
CC_NoDelay,2277,60,13,7,20,SUV,54,25.519,15,19,0
CC_NoDelay,2277,60,14,8,19,Small,16,39.474,15,8,0
CC_NoDelay,2277,60,15,10,20,Sedan,24,26.522,11,19,0
CC_NoDelay,2277,60,16,7,19,Sedan,24,56.479,24,19,0
CC_NoDelay,2277,60,17,7,20,Small,16,65.174,16,19,0
CC_NoDelay,2277,60,18,9,18,Small,16,23.023,9,8,0
CC_NoDelay,2277,60,19,7,20,Small,16,45.944,16,19,0
CC_NoDelay,2277,60,20,8,19,Small,16,63.319,16,19,0
CC_NoDelay,2277,60,21,6,20,Sedan,24,38.03,16,19,0
CC_NoDelay,2277,60,22,9,21,Small,16,38.405,15,19,0
CC_NoDelay,2277,60,23,9,17,Sedan,24,42.918,18,19,0
CC_NoDelay,2277,60,24,12,16,SUV,54,62.74,36,19,0
CC_NoDelay,2277,60,25,11,18,SUV,54,44.461,26,19,0
CC_NoDelay,2277,60,26,6,21,Sedan,24,54.855,24,8,0
