Model,Scenario,Number_of_EVs,EV_No,Arrival,Depart,EV_Type,BatteryCapacity,Distance,Demand,Alloc_charger,Delay
CC_FreeDelay,2002,55,22,2,19,NAN,NAN,NAN,30,19,2
CC_FreeDelay,2002,55,23,6,21,NAN,NAN,NAN,8,19,3
CC_FreeDelay,2002,55,24,8,19,NAN,NAN,NAN,15,19,5
CC_FreeDelay,2002,55,25,7,18,NAN,NAN,NAN,15,19,0
CC_FreeDelay,2002,55,26,11,20,NAN,NAN,NAN,37,19,4
CC_FreeDelay,2002,55,27,10,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2002,55,28,5,19,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2002,55,29,9,19,NAN,NAN,NAN,19,19,0
CC_FreeDelay,2002,55,30,12,20,NAN,NAN,NAN,16,19,4
CC_FreeDelay,2002,55,31,8,16,NAN,NAN,NAN,19,19,3
CC_FreeDelay,2002,55,32,8,20,NAN,NAN,NAN,18,19,0
CC_FreeDelay,2002,55,33,6,20,NAN,NAN,NAN,19,19,4
CC_FreeDelay,2002,55,34,7,19,NAN,NAN,NAN,22,19,4
CC_FreeDelay,2002,55,35,8,17,NAN,NAN,NAN,27,19,1
CC_FreeDelay,2002,55,36,7,20,NAN,NAN,NAN,16,19,4
CC_FreeDelay,2002,55,37,12,20,NAN,NAN,NAN,5,19,4
CC_FreeDelay,2002,55,38,10,20,NAN,NAN,NAN,16,19,1
CC_FreeDelay,2002,55,39,11,21,NAN,NAN,NAN,19,19,0
CC_FreeDelay,2002,55,40,9,17,NAN,NAN,NAN,11,19,3
CC_FreeDelay,2002,55,41,5,20,NAN,NAN,NAN,42,19,4
CC_FreeDelay,2002,55,42,7,23,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2002,55,43,10,21,NAN,NAN,NAN,14,19,3
CC_FreeDelay,2002,55,44,5,18,NAN,NAN,NAN,24,19,3
CC_FreeDelay,2002,55,45,11,23,NAN,NAN,NAN,24,19,1
CC_FreeDelay,2002,55,46,11,19,NAN,NAN,NAN,8,19,2
CC_FreeDelay,2002,55,47,9,21,NAN,NAN,NAN,21,19,3
CC_FreeDelay,2002,55,48,7,19,NAN,NAN,NAN,33,19,2
CC_FreeDelay,2002,55,49,13,18,NAN,NAN,NAN,18,19,6
CC_FreeDelay,2002,55,50,9,22,NAN,NAN,NAN,15,19,2
CC_FreeDelay,2002,55,51,9,21,NAN,NAN,NAN,12,19,0
CC_FreeDelay,2002,55,52,9,22,NAN,NAN,NAN,26,19,2
CC_FreeDelay,2002,55,53,9,18,NAN,NAN,NAN,7,19,5
CC_FreeDelay,2002,55,54,12,20,NAN,NAN,NAN,36,19,4
CC_FreeDelay,2002,55,55,10,22,NAN,NAN,NAN,16,19,2
CC_FreeDelay,2003,55,1,5,23,NAN,NAN,NAN,13,19,0
CC_FreeDelay,2003,55,2,9,17,NAN,NAN,NAN,11,19,2
CC_FreeDelay,2003,55,3,10,21,NAN,NAN,NAN,14,19,0
CC_FreeDelay,2003,55,4,9,23,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2003,55,5,11,21,NAN,NAN,NAN,7,19,3
CC_FreeDelay,2003,55,6,10,19,NAN,NAN,NAN,12,19,5
CC_FreeDelay,2003,55,7,10,18,NAN,NAN,NAN,44,19,6
CC_FreeDelay,2003,55,8,5,17,NAN,NAN,NAN,26,19,7
CC_FreeDelay,2003,55,9,8,17,NAN,NAN,NAN,25,19,7
CC_FreeDelay,2003,55,10,12,20,NAN,NAN,NAN,20,19,4
CC_FreeDelay,2003,55,11,8,22,NAN,NAN,NAN,7,19,0
CC_FreeDelay,2003,55,12,10,17,NAN,NAN,NAN,11,19,7
CC_FreeDelay,2003,55,13,11,19,NAN,NAN,NAN,24,19,0
CC_FreeDelay,2003,55,14,7,17,NAN,NAN,NAN,22,19,7
CC_FreeDelay,2003,55,15,11,20,NAN,NAN,NAN,38,19,4
CC_FreeDelay,2003,55,16,9,20,NAN,NAN,NAN,24,19,4
CC_FreeDelay,2003,55,17,8,21,NAN,NAN,NAN,42,19,0
CC_FreeDelay,2003,55,18,9,20,NAN,NAN,NAN,13,19,4
CC_FreeDelay,2003,55,19,10,18,NAN,NAN,NAN,19,19,0
CC_FreeDelay,2003,55,20,6,21,NAN,NAN,NAN,24,19,0
CC_FreeDelay,2003,55,21,9,20,NAN,NAN,NAN,6,19,4
CC_FreeDelay,2003,55,22,9,19,NAN,NAN,NAN,39,19,0
CC_FreeDelay,2003,55,23,9,22,NAN,NAN,NAN,19,19,0
CC_FreeDelay,2003,55,24,13,21,NAN,NAN,NAN,22,19,3
CC_FreeDelay,2003,55,25,7,21,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2003,55,26,9,21,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2003,55,27,9,20,NAN,NAN,NAN,36,19,4
CC_FreeDelay,2003,55,28,8,20,NAN,NAN,NAN,15,19,4
CC_FreeDelay,2003,55,29,2,20,NAN,NAN,NAN,33,19,1
CC_FreeDelay,2003,55,30,12,21,NAN,NAN,NAN,9,19,3
CC_FreeDelay,2003,55,31,4,22,NAN,NAN,NAN,14,19,0
CC_FreeDelay,2003,55,32,8,19,NAN,NAN,NAN,29,19,5
CC_FreeDelay,2003,55,33,9,21,NAN,NAN,NAN,24,19,3
CC_FreeDelay,2003,55,34,9,18,NAN,NAN,NAN,6,19,6
CC_FreeDelay,2003,55,35,8,21,NAN,NAN,NAN,14,19,3
CC_FreeDelay,2003,55,36,11,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2003,55,37,8,24,NAN,NAN,NAN,19,19,0
CC_FreeDelay,2003,55,38,7,19,NAN,NAN,NAN,12,19,4
CC_FreeDelay,2003,55,39,8,16,NAN,NAN,NAN,24,19,1
CC_FreeDelay,2003,55,40,7,23,NAN,NAN,NAN,15,19,0
CC_FreeDelay,2003,55,41,3,18,NAN,NAN,NAN,30,19,6
CC_FreeDelay,2003,55,42,6,18,NAN,NAN,NAN,10,19,0
CC_FreeDelay,2003,55,43,6,20,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2003,55,44,12,18,NAN,NAN,NAN,24,19,6
CC_FreeDelay,2003,55,45,13,20,NAN,NAN,NAN,8,19,4
CC_FreeDelay,2003,55,46,11,20,NAN,NAN,NAN,26,19,0
CC_FreeDelay,2003,55,47,8,20,NAN,NAN,NAN,14,19,4
CC_FreeDelay,2003,55,48,10,19,NAN,NAN,NAN,22,19,5
CC_FreeDelay,2003,55,49,12,21,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2003,55,50,6,17,NAN,NAN,NAN,29,19,7
CC_FreeDelay,2003,55,51,8,20,NAN,NAN,NAN,13,19,3
CC_FreeDelay,2003,55,52,10,21,NAN,NAN,NAN,16,19,2
CC_FreeDelay,2003,55,53,9,19,NAN,NAN,NAN,12,19,1
CC_FreeDelay,2003,55,54,7,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2003,55,55,8,18,NAN,NAN,NAN,16,19,6
CC_FreeDelay,2004,55,1,9,19,NAN,NAN,NAN,8,19,0
CC_FreeDelay,2004,55,2,10,21,NAN,NAN,NAN,26,19,0
CC_FreeDelay,2004,55,3,9,20,NAN,NAN,NAN,40,19,4
CC_FreeDelay,2004,55,4,8,18,NAN,NAN,NAN,6,19,6
CC_FreeDelay,2004,55,5,3,19,NAN,NAN,NAN,17,19,0
CC_FreeDelay,2004,55,6,4,20,NAN,NAN,NAN,23,19,0
CC_FreeDelay,2004,55,7,8,19,NAN,NAN,NAN,6,19,0
CC_FreeDelay,2004,55,8,9,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2004,55,9,4,17,NAN,NAN,NAN,19,19,0
CC_FreeDelay,2004,55,10,8,18,NAN,NAN,NAN,34,19,6
CC_FreeDelay,2004,55,11,9,19,NAN,NAN,NAN,23,19,5
CC_FreeDelay,2004,55,12,6,21,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2004,55,13,9,18,NAN,NAN,NAN,5,19,6
CC_FreeDelay,2004,55,14,8,21,NAN,NAN,NAN,11,19,3
CC_FreeDelay,2004,55,15,11,18,NAN,NAN,NAN,46,19,6
CC_FreeDelay,2004,55,16,10,18,NAN,NAN,NAN,3,19,6
CC_FreeDelay,2004,55,17,12,16,NAN,NAN,NAN,16,19,8
CC_FreeDelay,2004,55,18,11,24,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2004,55,19,7,22,NAN,NAN,NAN,16,19,2
CC_FreeDelay,2004,55,20,8,22,NAN,NAN,NAN,17,19,2
CC_FreeDelay,2004,55,21,9,19,NAN,NAN,NAN,23,19,5
CC_FreeDelay,2004,55,22,8,17,NAN,NAN,NAN,34,19,7
CC_FreeDelay,2004,55,23,6,22,NAN,NAN,NAN,38,19,2
CC_FreeDelay,2004,55,24,5,20,NAN,NAN,NAN,10,19,0
CC_FreeDelay,2004,55,25,5,21,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2004,55,26,5,21,NAN,NAN,NAN,24,19,0
CC_FreeDelay,2004,55,27,3,18,NAN,NAN,NAN,24,19,6
CC_FreeDelay,2004,55,28,10,21,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2004,55,29,8,19,NAN,NAN,NAN,17,19,5
CC_FreeDelay,2004,55,30,7,22,NAN,NAN,NAN,17,19,2
CC_FreeDelay,2004,55,31,7,18,NAN,NAN,NAN,36,19,6
CC_FreeDelay,2004,55,32,2,21,NAN,NAN,NAN,10,19,0
CC_FreeDelay,2004,55,33,4,19,NAN,NAN,NAN,23,19,5
CC_FreeDelay,2004,55,34,10,23,NAN,NAN,NAN,11,19,0
CC_FreeDelay,2004,55,35,10,18,NAN,NAN,NAN,20,19,2
CC_FreeDelay,2004,55,36,11,16,NAN,NAN,NAN,18,19,8
CC_FreeDelay,2004,55,37,10,19,NAN,NAN,NAN,16,19,4
CC_FreeDelay,2004,55,38,7,21,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2004,55,39,9,21,NAN,NAN,NAN,28,19,0
CC_FreeDelay,2004,55,40,6,21,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2004,55,41,7,20,NAN,NAN,NAN,17,19,0
CC_FreeDelay,2004,55,42,6,22,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2004,55,43,9,19,NAN,NAN,NAN,11,19,0
CC_FreeDelay,2004,55,44,7,17,NAN,NAN,NAN,10,19,0
CC_FreeDelay,2004,55,45,10,22,NAN,NAN,NAN,45,19,1
CC_FreeDelay,2004,55,46,9,17,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2004,55,47,12,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2004,55,48,11,19,NAN,NAN,NAN,2,19,5
CC_FreeDelay,2004,55,49,7,19,NAN,NAN,NAN,4,19,0
CC_FreeDelay,2004,55,50,4,22,NAN,NAN,NAN,12,19,0
CC_FreeDelay,2004,55,51,10,24,NAN,NAN,NAN,8,19,0
CC_FreeDelay,2004,55,52,9,22,NAN,NAN,NAN,16,19,1
CC_FreeDelay,2004,55,53,12,22,NAN,NAN,NAN,6,19,2
CC_FreeDelay,2004,55,54,5,18,NAN,NAN,NAN,18,19,0
CC_FreeDelay,2004,55,55,9,21,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2005,55,1,10,20,NAN,NAN,NAN,29,19,0
CC_FreeDelay,2005,55,2,12,18,NAN,NAN,NAN,16,19,6
CC_FreeDelay,2005,55,3,7,21,NAN,NAN,NAN,8,19,2
CC_FreeDelay,2005,55,4,8,19,NAN,NAN,NAN,8,19,0
CC_FreeDelay,2005,55,5,8,21,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2005,55,6,12,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2005,55,7,9,23,NAN,NAN,NAN,24,19,1
CC_FreeDelay,2005,55,8,6,21,NAN,NAN,NAN,10,19,2
CC_FreeDelay,2005,55,9,9,17,NAN,NAN,NAN,17,19,7
CC_FreeDelay,2005,55,10,4,22,NAN,NAN,NAN,7,19,0
CC_FreeDelay,2005,55,11,6,21,NAN,NAN,NAN,10,19,0
CC_FreeDelay,2005,55,12,9,21,NAN,NAN,NAN,39,19,3
CC_FreeDelay,2005,55,13,8,22,NAN,NAN,NAN,14,19,0
CC_FreeDelay,2005,55,14,9,23,NAN,NAN,NAN,16,19,1
CC_FreeDelay,2005,55,15,8,17,NAN,NAN,NAN,7,19,4
CC_FreeDelay,2005,55,16,9,18,NAN,NAN,NAN,12,19,6
CC_FreeDelay,2005,55,17,14,23,NAN,NAN,NAN,14,19,1
CC_FreeDelay,2005,55,18,8,18,NAN,NAN,NAN,24,19,6
CC_FreeDelay,2005,55,19,13,21,NAN,NAN,NAN,24,19,3
CC_FreeDelay,2005,55,20,13,21,NAN,NAN,NAN,6,19,3
CC_FreeDelay,2005,55,21,8,19,NAN,NAN,NAN,16,19,1
CC_FreeDelay,2005,55,22,9,17,NAN,NAN,NAN,24,19,7
CC_FreeDelay,2005,55,23,8,19,NAN,NAN,NAN,35,19,5
CC_FreeDelay,2005,55,24,9,19,NAN,NAN,NAN,22,19,5
CC_FreeDelay,2005,55,25,13,20,NAN,NAN,NAN,33,19,4
CC_FreeDelay,2005,55,26,7,21,NAN,NAN,NAN,24,19,0
CC_FreeDelay,2005,55,27,10,18,NAN,NAN,NAN,28,19,6
CC_FreeDelay,2005,55,28,9,21,NAN,NAN,NAN,36,19,3
CC_FreeDelay,2005,55,29,12,21,NAN,NAN,NAN,10,19,3
CC_FreeDelay,2005,55,30,7,16,NAN,NAN,NAN,16,19,7
CC_FreeDelay,2005,55,31,9,21,NAN,NAN,NAN,12,19,3
CC_FreeDelay,2005,55,32,7,22,NAN,NAN,NAN,16,19,2
CC_FreeDelay,2005,55,33,8,19,NAN,NAN,NAN,24,19,5
CC_FreeDelay,2005,55,34,8,20,NAN,NAN,NAN,11,19,0
CC_FreeDelay,2005,55,35,7,19,NAN,NAN,NAN,24,19,0
CC_FreeDelay,2005,55,36,6,17,NAN,NAN,NAN,16,19,1
CC_FreeDelay,2005,55,37,7,22,NAN,NAN,NAN,8,19,1
CC_FreeDelay,2005,55,38,11,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2005,55,39,10,19,NAN,NAN,NAN,26,19,5
CC_FreeDelay,2005,55,40,9,20,NAN,NAN,NAN,49,19,0
CC_FreeDelay,2005,55,41,8,22,NAN,NAN,NAN,28,19,1
CC_FreeDelay,2005,55,42,7,20,NAN,NAN,NAN,8,19,0
CC_FreeDelay,2005,55,43,11,19,NAN,NAN,NAN,9,19,5
CC_FreeDelay,2005,55,44,10,17,NAN,NAN,NAN,6,19,6
CC_FreeDelay,2005,55,45,10,21,NAN,NAN,NAN,19,19,0
CC_FreeDelay,2005,55,46,9,19,NAN,NAN,NAN,4,19,1
CC_FreeDelay,2005,55,47,6,21,NAN,NAN,NAN,12,19,0
CC_FreeDelay,2005,55,48,11,21,NAN,NAN,NAN,11,19,3
CC_FreeDelay,2005,55,49,7,21,NAN,NAN,NAN,9,19,0
CC_FreeDelay,2005,55,50,11,19,NAN,NAN,NAN,12,19,0
CC_FreeDelay,2005,55,51,9,22,NAN,NAN,NAN,18,19,0
CC_FreeDelay,2005,55,52,12,20,NAN,NAN,NAN,16,19,4
CC_FreeDelay,2005,55,53,7,21,NAN,NAN,NAN,33,19,0
CC_FreeDelay,2005,55,54,11,17,NAN,NAN,NAN,6,19,3
CC_FreeDelay,2005,55,55,9,16,NAN,NAN,NAN,21,19,5
CC_FreeDelay,2006,55,1,7,16,NAN,NAN,NAN,9,19,2
CC_FreeDelay,2006,55,2,10,18,NAN,NAN,NAN,23,19,6
CC_FreeDelay,2006,55,3,6,18,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2006,55,4,7,19,NAN,NAN,NAN,10,19,5
CC_FreeDelay,2006,55,5,10,20,NAN,NAN,NAN,10,19,4
CC_FreeDelay,2006,55,6,6,21,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2006,55,7,12,23,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2006,55,8,10,16,NAN,NAN,NAN,7,19,2
CC_FreeDelay,2006,55,9,9,23,NAN,NAN,NAN,34,19,0
CC_FreeDelay,2006,55,10,6,18,NAN,NAN,NAN,39,19,6
CC_FreeDelay,2006,55,11,9,17,NAN,NAN,NAN,15,19,7
CC_FreeDelay,2006,55,12,5,18,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2006,55,13,10,19,NAN,NAN,NAN,15,19,0
CC_FreeDelay,2006,55,14,11,19,NAN,NAN,NAN,6,19,5
CC_FreeDelay,2006,55,15,5,18,NAN,NAN,NAN,26,19,2
CC_FreeDelay,2006,55,16,5,20,NAN,NAN,NAN,38,19,3
CC_FreeDelay,2006,55,17,10,20,NAN,NAN,NAN,23,19,4
CC_FreeDelay,2006,55,18,6,19,NAN,NAN,NAN,25,19,5
CC_FreeDelay,2006,55,19,10,21,NAN,NAN,NAN,30,19,0
CC_FreeDelay,2006,55,20,13,19,NAN,NAN,NAN,16,19,5
CC_FreeDelay,2006,55,21,8,18,NAN,NAN,NAN,13,19,0
CC_FreeDelay,2006,55,22,6,20,NAN,NAN,NAN,13,19,0
CC_FreeDelay,2006,55,23,15,18,NAN,NAN,NAN,42,19,2
CC_FreeDelay,2006,55,24,9,21,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2006,55,25,7,20,NAN,NAN,NAN,2,19,0
CC_FreeDelay,2006,55,26,8,19,NAN,NAN,NAN,8,19,4
CC_FreeDelay,2006,55,27,9,20,NAN,NAN,NAN,20,19,0
CC_FreeDelay,2006,55,28,6,20,NAN,NAN,NAN,12,19,0
CC_FreeDelay,2006,55,29,6,16,NAN,NAN,NAN,13,19,7
CC_FreeDelay,2006,55,30,6,17,NAN,NAN,NAN,11,19,7
CC_FreeDelay,2006,55,31,11,21,NAN,NAN,NAN,20,19,0
CC_FreeDelay,2006,55,32,2,17,NAN,NAN,NAN,16,19,4
CC_FreeDelay,2006,55,33,8,21,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2006,55,34,3,17,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2006,55,35,8,19,NAN,NAN,NAN,10,19,1
CC_FreeDelay,2006,55,36,10,22,NAN,NAN,NAN,16,19,2
CC_FreeDelay,2006,55,37,6,19,NAN,NAN,NAN,10,19,4
CC_FreeDelay,2006,55,38,5,18,NAN,NAN,NAN,21,19,5
CC_FreeDelay,2006,55,39,9,17,NAN,NAN,NAN,24,19,7
CC_FreeDelay,2006,55,40,12,18,NAN,NAN,NAN,22,19,6
CC_FreeDelay,2006,55,41,8,19,NAN,NAN,NAN,21,19,5
CC_FreeDelay,2006,55,42,9,19,NAN,NAN,NAN,14,19,2
CC_FreeDelay,2006,55,43,4,22,NAN,NAN,NAN,44,19,0
CC_FreeDelay,2006,55,44,10,19,NAN,NAN,NAN,9,19,0
CC_FreeDelay,2006,55,45,9,20,NAN,NAN,NAN,8,19,4
CC_FreeDelay,2006,55,46,7,19,NAN,NAN,NAN,29,19,0
CC_FreeDelay,2006,55,47,8,19,NAN,NAN,NAN,24,19,5
CC_FreeDelay,2006,55,48,9,20,NAN,NAN,NAN,22,19,4
CC_FreeDelay,2006,55,49,9,20,NAN,NAN,NAN,8,19,4
CC_FreeDelay,2006,55,50,6,21,NAN,NAN,NAN,10,19,0
CC_FreeDelay,2006,55,51,4,23,NAN,NAN,NAN,8,19,0
CC_FreeDelay,2006,55,52,9,23,NAN,NAN,NAN,7,19,0
CC_FreeDelay,2006,55,53,10,17,NAN,NAN,NAN,12,19,0
CC_FreeDelay,2006,55,54,11,20,NAN,NAN,NAN,40,19,3
CC_FreeDelay,2006,55,55,7,18,NAN,NAN,NAN,22,19,6
CC_FreeDelay,2007,55,1,13,21,NAN,NAN,NAN,17,19,3
CC_FreeDelay,2007,55,2,8,17,NAN,NAN,NAN,10,19,6
CC_FreeDelay,2007,55,3,8,19,NAN,NAN,NAN,22,19,0
CC_FreeDelay,2007,55,4,6,22,NAN,NAN,NAN,16,19,2
CC_FreeDelay,2007,55,5,11,21,NAN,NAN,NAN,24,19,3
CC_FreeDelay,2007,55,6,11,18,NAN,NAN,NAN,6,19,5
CC_FreeDelay,2007,55,7,8,18,NAN,NAN,NAN,32,19,5
CC_FreeDelay,2007,55,8,7,20,NAN,NAN,NAN,16,19,0
CC_FreeDelay,2007,55,9,7,18,NAN,NAN,NAN,16,19,2
CC_FreeDelay,2007,55,10,10,21,NAN,NAN,NAN,20,19,3
CC_FreeDelay,2007,55,11,9,20,NAN,NAN,NAN,24,19,0
CC_FreeDelay,2007,55,12,9,21,NAN,NAN,NAN,28,19,2
CC_FreeDelay,2007,55,13,9,19,NAN,NAN,NAN,44,19,0
CC_FreeDelay,2007,55,14,8,18,NAN,NAN,NAN,24,19,6
CC_FreeDelay,2007,55,15,10,18,NAN,NAN,NAN,3,19,2
CC_FreeDelay,2007,55,16,8,18,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2007,55,17,11,21,NAN,NAN,NAN,16,19,3
CC_FreeDelay,2007,55,18,7,21,NAN,NAN,NAN,11,19,0
CC_FreeDelay,2007,55,19,6,23,NAN,NAN,NAN,9,19,0
CC_FreeDelay,2007,55,20,12,21,NAN,NAN,NAN,10,19,0
CC_FreeDelay,2007,55,21,9,19,NAN,NAN,NAN,6,19,5
CC_FreeDelay,2007,55,22,6,20,NAN,NAN,NAN,6,19,4
CC_FreeDelay,2007,55,23,11,19,NAN,NAN,NAN,12,19,5
CC_FreeDelay,2007,55,24,10,21,NAN,NAN,NAN,39,19,0
CC_FreeDelay,2007,55,25,8,18,NAN,NAN,NAN,52,19,6
